                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                  1.722,                 2.3608,                 1.5183,                0.71559,                0.40677,                0.55121,                 0.2717,                 1.6285,                 2.5136,                 1.4903,             0.00050125,             0.00050125,             0.00050125
                     18,                 1.6579,                 2.1353,                  1.449,                0.64633,                0.48639,                0.55918,                0.27835,                 1.6426,                 2.3733,                 1.4893,             0.00049352,             0.00049352,             0.00049352
                     19,                 1.6416,                 2.0497,                 1.4192,                0.58548,                 0.4911,                0.51856,                0.25424,                  1.679,                 2.3179,                  1.503,             0.00048578,             0.00048578,             0.00048578
                     20,                 1.7337,                 2.0326,                 1.4102,                0.57433,                0.52258,                0.58377,                 0.2786,                 1.6761,                 2.2308,                 1.5246,             0.00047805,             0.00047805,             0.00047805
                     21,                 1.6057,                 1.9971,                 1.4277,                0.59055,                 0.5901,                0.66378,                0.32163,                 1.6747,                 2.1856,                 1.5158,             0.00047031,             0.00047031,             0.00047031
                     22,                 1.6708,                 1.9029,                 1.4553,                0.59936,                0.60127,                0.66264,                 0.3146,                 1.6825,                 2.2273,                 1.5151,             0.00046258,             0.00046258,             0.00046258
                     23,                 1.6873,                 1.9491,                 1.4413,                 0.5721,                 0.6258,                0.60518,                0.28623,                 1.6782,                 2.3864,                  1.521,             0.00045484,             0.00045484,             0.00045484
                     24,                 1.6113,                 1.8657,                 1.3966,                0.63092,                0.66261,                0.68853,                0.34479,                 1.6403,                 2.1038,                 1.5168,             0.00044711,             0.00044711,             0.00044711
                     25,                 1.6278,                 1.8374,                 1.4447,                0.72276,                0.65532,                0.71714,                0.36037,                 1.6376,                 1.9614,                 1.5006,             0.00043937,             0.00043937,             0.00043937
                     26,                 1.5739,                 1.7995,                 1.3847,                0.66517,                0.66596,                0.69002,                0.34672,                 1.6993,                  1.945,                 1.5019,             0.00043164,             0.00043164,             0.00043164
                     27,                 1.5699,                 1.7632,                 1.4208,                0.77587,                0.52874,                0.64594,                0.30826,                 1.7892,                 2.0445,                 1.5562,             0.00042391,             0.00042391,             0.00042391
                     28,                 1.6014,                 1.7572,                 1.3723,                0.78982,                0.54981,                0.65715,                0.30843,                 1.7586,                  2.039,                  1.567,             0.00041617,             0.00041617,             0.00041617
                     29,                 1.6186,                 1.7327,                 1.4085,                0.76629,                0.60195,                0.72016,                0.34705,                  1.706,                 1.9119,                 1.5307,             0.00040844,             0.00040844,             0.00040844
                     30,                 1.5459,                 1.7047,                 1.3889,                0.77048,                0.66372,                 0.7409,                0.36768,                 1.6822,                 1.8234,                 1.5079,              0.0004007,              0.0004007,              0.0004007
                     31,                 1.5577,                 1.7106,                 1.3652,                0.78155,                0.66409,                0.75643,                0.37172,                 1.6705,                 1.7929,                 1.4841,             0.00039297,             0.00039297,             0.00039297
                     32,                  1.553,                 1.6384,                 1.3417,                0.80025,                0.66108,                0.75086,                0.36861,                 1.6672,                 1.7586,                 1.4665,             0.00038523,             0.00038523,             0.00038523
                     33,                 1.5822,                 1.6403,                 1.3645,                0.83823,                0.66085,                0.76027,                0.37655,                 1.6613,                 1.7516,                 1.4692,              0.0003775,              0.0003775,              0.0003775
                     34,                 1.5281,                 1.6129,                 1.3519,                0.77234,                0.70209,                0.76677,                 0.3736,                 1.6646,                 1.7333,                 1.4652,             0.00036977,             0.00036977,             0.00036977
                     35,                 1.5478,                 1.6539,                 1.3509,                0.82541,                0.64429,                0.76244,                 0.3693,                  1.675,                 1.7305,                  1.465,             0.00036203,             0.00036203,             0.00036203
                     36,                 1.5831,                 1.6489,                 1.3522,                0.81885,                0.63936,                0.76217,                 0.3846,                 1.6705,                 1.7698,                  1.476,              0.0003543,              0.0003543,              0.0003543
                     37,                 1.5478,                 1.5715,                 1.3682,                0.79202,                0.66776,                0.75547,                 0.3856,                 1.6535,                 1.7619,                 1.4719,             0.00034656,             0.00034656,             0.00034656
                     38,                 1.5012,                 1.6147,                 1.3567,                 0.8143,                0.67386,                0.73765,                0.37249,                  1.663,                 1.8075,                 1.4818,             0.00033883,             0.00033883,             0.00033883
                     39,                 1.4729,                 1.5509,                 1.3052,                0.81456,                0.69528,                0.74914,                0.38402,                 1.6632,                 1.7767,                 1.4802,             0.00033109,             0.00033109,             0.00033109
                     40,                  1.495,                 1.5126,                 1.3343,                0.78633,                0.67124,                0.72948,                0.37562,                  1.659,                 1.7861,                 1.4937,             0.00032336,             0.00032336,             0.00032336
                     41,                 1.4928,                 1.5003,                 1.2869,                0.83783,                0.63024,                0.73277,                0.37447,                 1.6563,                 1.7541,                  1.495,             0.00031562,             0.00031562,             0.00031562
                     42,                 1.4773,                 1.4876,                 1.3077,                0.75216,                0.71643,                0.74387,                0.38483,                 1.6435,                 1.7038,                 1.4644,             0.00030789,             0.00030789,             0.00030789
                     43,                 1.4629,                 1.4795,                 1.2843,                0.79712,                0.69081,                0.75768,                0.39861,                 1.6406,                  1.675,                 1.4614,             0.00030016,             0.00030016,             0.00030016
                     44,                 1.4206,                 1.5485,                 1.3056,                0.80583,                0.71521,                0.78869,                0.40037,                 1.6257,                 1.6553,                 1.4636,             0.00029242,             0.00029242,             0.00029242
                     45,                 1.4588,                 1.5089,                 1.3271,                0.79483,                  0.763,                0.80824,                0.41384,                 1.6163,                 1.5982,                 1.4554,             0.00028469,             0.00028469,             0.00028469
                     46,                 1.4414,                 1.4314,                 1.2776,                0.86291,                0.70185,                0.78759,                0.40271,                 1.6113,                 1.6043,                 1.4606,             0.00027695,             0.00027695,             0.00027695
                     47,                 1.4537,                 1.5302,                 1.3213,                 0.8525,                0.69846,                0.76257,                0.39446,                 1.6078,                 1.6665,                 1.4851,             0.00026922,             0.00026922,             0.00026922
                     48,                 1.4831,                 1.4741,                 1.3237,                0.76756,                0.67725,                0.72641,                0.37122,                 1.6482,                  1.756,                 1.5425,             0.00026148,             0.00026148,             0.00026148
                     49,                 1.4577,                 1.5229,                 1.2914,                0.71989,                0.68757,                0.71562,                0.35665,                 1.6635,                 1.8061,                 1.5488,             0.00025375,             0.00025375,             0.00025375
                     50,                 1.4388,                 1.4217,                 1.2866,                0.76976,                0.68212,                0.73869,                0.36459,                 1.6642,                 1.7337,                 1.5311,             0.00024602,             0.00024602,             0.00024602
                     51,                 1.4302,                 1.4638,                 1.2977,                0.79257,                0.72004,                0.77112,                0.38366,                 1.6295,                 1.6189,                 1.4784,             0.00023828,             0.00023828,             0.00023828
                     52,                 1.4205,                 1.4141,                 1.2632,                0.74122,                 0.7789,                0.80664,                 0.3993,                 1.6105,                 1.5211,                 1.4455,             0.00023055,             0.00023055,             0.00023055
                     53,                 1.4269,                 1.4646,                 1.2961,                 0.8074,                0.73583,                0.81057,                0.40936,                  1.605,                 1.4961,                 1.4306,             0.00022281,             0.00022281,             0.00022281
                     54,                 1.3876,                 1.3587,                 1.2447,                0.82515,                0.73193,                0.81799,                0.40893,                 1.6008,                 1.4936,                 1.4267,             0.00021508,             0.00021508,             0.00021508
                     55,                 1.4092,                 1.3293,                 1.2444,                0.81893,                0.72411,                0.81428,                0.40694,                 1.5892,                 1.4994,                 1.4191,             0.00020734,             0.00020734,             0.00020734
                     56,                 1.4029,                 1.3317,                 1.2486,                0.79526,                0.74463,                0.80381,                0.40409,                  1.594,                 1.5032,                 1.4334,             0.00019961,             0.00019961,             0.00019961
                     57,                 1.3661,                 1.3045,                  1.228,                0.77822,                0.73954,                0.78937,                0.39405,                  1.606,                 1.5283,                 1.4413,             0.00019188,             0.00019188,             0.00019188
                     58,                 1.3478,                 1.3594,                 1.2437,                0.80174,                0.71575,                0.77826,                0.38563,                 1.6073,                 1.5633,                 1.4583,             0.00018414,             0.00018414,             0.00018414
                     59,                  1.387,                 1.4176,                 1.2783,                0.78412,                0.69748,                0.77312,                0.38658,                 1.6108,                 1.5986,                 1.4663,             0.00017641,             0.00017641,             0.00017641
                     60,                 1.4007,                 1.4162,                 1.2772,                0.79776,                 0.7027,                0.75853,                0.38538,                 1.6196,                 1.6221,                 1.4758,             0.00016867,             0.00016867,             0.00016867
                     61,                 1.3643,                  1.393,                 1.2433,                0.81526,                0.71914,                0.78272,                0.39719,                 1.6052,                 1.5732,                 1.4489,             0.00016094,             0.00016094,             0.00016094
                     62,                 1.3767,                 1.3499,                 1.2536,                 0.8247,                0.74528,                0.79951,                0.41007,                 1.5999,                 1.5204,                 1.4348,              0.0001532,              0.0001532,              0.0001532
                     63,                 1.3774,                 1.2713,                 1.2368,                0.85365,                 0.7458,                0.81661,                0.41474,                 1.5919,                 1.5105,                 1.4268,             0.00014547,             0.00014547,             0.00014547
                     64,                 1.3773,                 1.3869,                 1.2548,                0.83875,                0.75456,                0.80786,                0.41082,                 1.5976,                 1.5267,                 1.4314,             0.00013773,             0.00013773,             0.00013773
                     65,                 1.3556,                  1.263,                  1.215,                0.83516,                0.75549,                0.78889,                0.40402,                 1.5925,                 1.5749,                 1.4485,                0.00013,                0.00013,                0.00013
                     66,                 1.3781,                 1.2903,                 1.2255,                0.79775,                0.74107,                0.77199,                 0.3987,                 1.5914,                 1.6062,                 1.4668,             0.00012227,             0.00012227,             0.00012227
                     67,                 1.3346,                 1.2884,                 1.2259,                0.81019,                0.76212,                0.78575,                0.40274,                 1.5925,                 1.5724,                 1.4648,             0.00011453,             0.00011453,             0.00011453
                     68,                 1.3315,                 1.2747,                 1.1893,                0.82141,                0.75988,                0.80654,                0.41065,                 1.6007,                  1.538,                 1.4708,              0.0001068,              0.0001068,              0.0001068
                     69,                 1.3513,                  1.251,                 1.2113,                0.81136,                 0.7757,                0.81661,                0.41051,                 1.6032,                 1.5056,                 1.4606,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     70,                 1.3067,                 1.2521,                 1.2132,                0.82591,                0.78499,                  0.829,                0.40477,                 1.6028,                 1.4887,                 1.4502,             9.1328e-05,             9.1328e-05,             9.1328e-05
                     71,                 1.4171,                 1.6309,                 1.3086,                0.82466,                0.78967,                0.82808,                0.41451,                 1.6031,                 1.4722,                 1.4422,             8.3594e-05,             8.3594e-05,             8.3594e-05
                     72,                 1.3912,                  1.587,                 1.2799,                 0.7776,                0.78184,                0.80912,                0.40142,                 1.6126,                  1.484,                 1.4423,             7.5859e-05,             7.5859e-05,             7.5859e-05
                     73,                 1.3865,                 1.5121,                 1.3198,                0.76492,                0.77398,                0.78494,                0.38853,                 1.6295,                 1.5377,                 1.4548,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     74,                 1.3572,                 1.4436,                 1.2871,                0.77242,                0.76128,                0.77228,                0.37206,                 1.6398,                 1.6008,                 1.4759,             6.0391e-05,             6.0391e-05,             6.0391e-05
                     75,                 1.3757,                 1.5134,                 1.2766,                0.72014,                0.75076,                0.74373,                0.35728,                 1.6621,                 1.6765,                 1.5084,             5.2656e-05,             5.2656e-05,             5.2656e-05
                     76,                 1.3512,                 1.4346,                 1.2525,                0.69199,                 0.7487,                0.71069,                 0.3389,                 1.6804,                 1.7345,                 1.5365,             4.4922e-05,             4.4922e-05,             4.4922e-05
                     77,                 1.3754,                 1.4536,                 1.2513,                 0.6888,                0.72288,                0.69657,                0.33271,                 1.6844,                 1.7523,                 1.5454,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     78,                  1.361,                 1.4499,                 1.2717,                 0.6745,                0.73569,                0.69368,                0.33664,                 1.6789,                 1.7425,                 1.5406,             2.9453e-05,             2.9453e-05,             2.9453e-05
                     79,                  1.342,                 1.4398,                 1.2422,                0.75637,                 0.6902,                0.71379,                0.34345,                  1.666,                 1.7236,                 1.5309,             2.1719e-05,             2.1719e-05,             2.1719e-05
                     80,                 1.3401,                 1.4621,                 1.2672,                0.71782,                0.72868,                0.72638,                0.34594,                 1.6517,                 1.7049,                 1.5205,             1.3984e-05,             1.3984e-05,             1.3984e-05
