                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.678,                 2.3205,                 1.5148,                 0.6508,                0.64629,                0.68991,                 0.2729,                 2.0166,                 1.7689,                 1.5833,             0.00066697,             0.00066697,             0.00066697
                     14,                 1.6748,                 2.2154,                  1.504,                0.70441,                0.73336,                0.74523,                0.31129,                 1.9642,                 1.6784,                 1.5377,             0.00066697,             0.00066697,             0.00066697
                     15,                 1.6867,                 2.1651,                 1.5083,                  0.692,                0.68897,                0.73384,                0.27232,                 2.0805,                 1.8131,                   1.58,             0.00066696,             0.00066696,             0.00066696
                     16,                 1.7008,                 2.2383,                  1.542,                 0.7224,                0.72915,                0.77187,                0.29457,                  2.001,                 1.8927,                 1.5572,             0.00066696,             0.00066696,             0.00066696
                     17,                 1.6689,                 2.1634,                 1.5125,                0.74179,                0.76271,                0.78718,                0.31051,                 1.9872,                 1.7275,                 1.5463,             0.00066695,             0.00066695,             0.00066695
                     18,                 1.6898,                 2.1061,                 1.5315,                0.69889,                0.75979,                0.78481,                0.32373,                  1.885,                 1.7577,                 1.5223,             0.00066695,             0.00066695,             0.00066695
                     19,                 1.6601,                 2.0864,                 1.5172,                0.70457,                0.79604,                0.79159,                0.34769,                  1.827,                 1.6529,                  1.453,             0.00066694,             0.00066694,             0.00066694
                     20,                 1.6628,                 2.1006,                 1.5292,                0.74746,                0.78127,                 0.8022,                0.34967,                 1.8756,                 1.5727,                 1.4584,             0.00066693,             0.00066693,             0.00066693
                     21,                 1.6009,                 1.9395,                 1.4548,                0.78631,                0.78548,                0.83683,                0.37614,                 1.7867,                  1.539,                 1.4239,             0.00066693,             0.00066693,             0.00066693
                     22,                 1.6029,                 1.9042,                 1.4596,                0.81321,                0.77065,                0.83443,                0.38521,                 1.7527,                 1.4894,                 1.4115,             0.00066692,             0.00066692,             0.00066692
                     23,                 1.6502,                 1.9934,                  1.513,                0.79963,                0.78065,                0.84694,                0.39075,                 1.7533,                 1.5085,                 1.4304,             0.00066691,             0.00066691,             0.00066691
                     24,                 1.6071,                 1.8569,                 1.4789,                0.72117,                 0.7965,                0.82265,                0.35111,                  1.848,                 1.6467,                  1.508,              0.0006669,              0.0006669,              0.0006669
                     25,                 1.6334,                 1.8835,                 1.4927,                0.82275,                0.81734,                0.84378,                0.36292,                 1.8852,                 1.4621,                 1.5267,              0.0006669,              0.0006669,              0.0006669
                     26,                  1.599,                  1.798,                 1.4684,                0.82012,                0.75768,                 0.8241,                0.36752,                 1.8627,                 1.4672,                 1.5106,             0.00066689,             0.00066689,             0.00066689
                     27,                 1.6087,                 1.8228,                 1.4556,                0.82568,                0.83802,                0.86569,                0.38965,                 1.8217,                  1.375,                 1.4862,             0.00066688,             0.00066688,             0.00066688
                     28,                 1.6127,                 1.8348,                 1.4643,                0.83221,                0.81609,                0.87726,                0.39886,                  1.745,                 1.3866,                 1.4408,             0.00066687,             0.00066687,             0.00066687
                     29,                 1.6153,                 1.7715,                 1.4687,                0.85066,                0.81786,                 0.8743,                0.40975,                 1.7286,                 1.3584,                 1.4157,             0.00066686,             0.00066686,             0.00066686
                     30,                 1.6012,                 1.7644,                 1.4489,                0.83488,                0.85757,                0.88417,                0.40803,                 1.7846,                 1.3484,                 1.4393,             0.00066685,             0.00066685,             0.00066685
                     31,                 1.6054,                 1.7345,                 1.4531,                0.82342,                0.84147,                0.86796,                0.37765,                 1.8853,                 1.3526,                  1.493,             0.00066684,             0.00066684,             0.00066684
                     32,                 1.5648,                 1.6593,                  1.425,                0.77316,                0.86174,                0.84885,                0.38731,                 1.8276,                 1.3621,                 1.4622,             0.00066683,             0.00066683,             0.00066683
                     33,                 1.5851,                 1.7021,                 1.4242,                0.85017,                0.87404,                0.88219,                0.39838,                  1.805,                 1.3402,                 1.4435,             0.00066681,             0.00066681,             0.00066681
                     34,                 1.6235,                 1.6994,                 1.4726,                0.81666,                0.84799,                0.87553,                 0.3953,                 1.8467,                  1.381,                 1.4599,              0.0006668,              0.0006668,              0.0006668
                     35,                 1.6014,                 1.7003,                 1.4458,                0.83442,                0.82307,                0.85361,                0.39188,                 1.8582,                  1.323,                 1.4942,             0.00066679,             0.00066679,             0.00066679
                     36,                 1.5749,                 1.6214,                 1.4201,                0.82179,                0.84463,                0.86032,                0.38982,                 1.8748,                 1.2974,                 1.5055,             0.00066678,             0.00066678,             0.00066678
                     37,                 1.5954,                  1.621,                 1.4205,                0.82958,                0.81827,                0.86182,                0.39487,                 1.8275,                 1.2907,                 1.4612,             0.00066677,             0.00066677,             0.00066677
                     38,                 1.5378,                 1.6102,                 1.4066,                0.83844,                0.81835,                0.85326,                0.39075,                 1.8548,                 1.2795,                 1.4569,             0.00066675,             0.00066675,             0.00066675
                     39,                 1.5961,                 1.6194,                  1.417,                0.87897,                0.82833,                0.88041,                0.40508,                 1.8139,                 1.2197,                 1.4307,             0.00066674,             0.00066674,             0.00066674
                     40,                  1.555,                 1.5428,                 1.3902,                 0.8699,                0.86842,                0.89762,                0.40801,                 1.8036,                 1.2073,                 1.4363,             0.00066672,             0.00066672,             0.00066672
                     41,                 1.5815,                 1.5999,                 1.4049,                0.89241,                0.88523,                0.91701,                0.41048,                 1.7966,                 1.1759,                 1.4306,             0.00066671,             0.00066671,             0.00066671
                     42,                 1.5491,                 1.5521,                 1.4058,                0.90995,                0.89772,                0.91968,                0.43795,                 1.6954,                 1.1576,                 1.3968,              0.0006667,              0.0006667,              0.0006667
                     43,                 1.5166,                 1.5459,                 1.4116,                 0.8653,                0.86911,                0.88531,                0.38188,                 1.8924,                 1.1904,                 1.5005,             0.00066668,             0.00066668,             0.00066668
                     44,                 1.5236,                 1.5061,                 1.3763,                0.82606,                0.89226,                0.88858,                0.41088,                 1.7846,                 1.1547,                 1.4498,             0.00066667,             0.00066667,             0.00066667
                     45,                 1.5575,                 1.5327,                 1.4063,                0.87225,                 0.8866,                0.90281,                0.40787,                 1.8379,                 1.1499,                 1.4635,             0.00066665,             0.00066665,             0.00066665
                     46,                 1.5413,                 1.5094,                 1.4153,                0.88946,                0.90504,                 0.9108,                0.43654,                 1.7445,                 1.1154,                 1.4142,             0.00066663,             0.00066663,             0.00066663
                     47,                 1.5609,                 1.5211,                 1.4167,                0.90527,                0.91222,                0.92173,                0.45093,                 1.6938,                  1.122,                 1.3897,             0.00066662,             0.00066662,             0.00066662
                     48,                 1.5641,                 1.5208,                 1.4142,                0.89259,                0.91251,                0.92146,                0.44108,                  1.735,                 1.1145,                 1.3878,              0.0006666,              0.0006666,              0.0006666
                     49,                 1.5381,                 1.4942,                 1.4004,                0.86012,                0.87607,                0.88707,                0.43244,                 1.7174,                 1.1483,                 1.3964,             0.00066658,             0.00066658,             0.00066658
                     50,                  1.556,                 1.5257,                 1.4262,                0.88741,                0.87593,                0.88967,                0.42297,                 1.7567,                 1.1372,                 1.4191,             0.00066657,             0.00066657,             0.00066657
                     51,                 1.5363,                 1.4794,                 1.4218,                0.91994,                 0.9012,                 0.9086,                0.43339,                 1.7397,                 1.0945,                 1.4162,             0.00066655,             0.00066655,             0.00066655
                     52,                 1.5391,                 1.5033,                 1.4105,                0.89198,                0.90979,                0.92678,                0.45692,                 1.6867,                 1.0788,                 1.3709,             0.00066653,             0.00066653,             0.00066653
                     53,                 1.5396,                  1.466,                  1.384,                0.91658,                0.91207,                0.92752,                0.45504,                 1.6851,                 1.0786,                 1.3783,             0.00066651,             0.00066651,             0.00066651
                     54,                 1.5429,                 1.4273,                 1.3872,                0.91215,                0.92062,                0.93492,                0.46855,                 1.6526,                 1.0696,                  1.368,             0.00066649,             0.00066649,             0.00066649
                     55,                 1.5581,                 1.4585,                 1.4143,                0.91045,                0.88481,                0.92736,                0.46621,                 1.6902,                 1.1308,                 1.3869,             0.00066647,             0.00066647,             0.00066647
                     56,                 1.5864,                 1.4987,                 1.4208,                0.89444,                 0.8905,                0.90732,                0.40977,                 1.8358,                 1.1819,                  1.452,             0.00066645,             0.00066645,             0.00066645
                     57,                 1.5169,                 1.3665,                 1.3898,                0.88151,                0.88892,                0.92649,                0.45909,                 1.6841,                 1.1139,                 1.3891,             0.00066643,             0.00066643,             0.00066643
                     58,                 1.4799,                  1.373,                 1.3451,                0.93952,                0.90613,                0.93484,                 0.4426,                 1.7292,                 1.0864,                 1.3878,             0.00066641,             0.00066641,             0.00066641
                     59,                 1.5595,                 1.4559,                 1.4036,                0.91473,                0.91169,                0.92543,                0.43568,                   1.74,                 1.0642,                 1.3892,             0.00066639,             0.00066639,             0.00066639
                     60,                 1.4878,                 1.3847,                 1.3714,                0.92101,                0.92214,                0.93963,                 0.4472,                   1.72,                  1.031,                 1.3815,             0.00066637,             0.00066637,             0.00066637
                     61,                 1.4935,                 1.3763,                  1.363,                0.92335,                 0.9276,                0.93364,                0.43348,                 1.7881,                 1.0409,                 1.3949,             0.00066635,             0.00066635,             0.00066635
                     62,                 1.5376,                 1.3749,                 1.3875,                0.93131,                0.92369,                0.93211,                0.44394,                 1.7499,                  1.034,                 1.3829,             0.00066633,             0.00066633,             0.00066633
                     63,                 1.5409,                 1.4037,                 1.4048,                0.94297,                0.91811,                0.93658,                0.45169,                 1.7131,                 1.0079,                 1.3719,              0.0006663,              0.0006663,              0.0006663
                     64,                 1.5115,                 1.3572,                 1.3609,                0.93042,                0.91375,                 0.9361,                0.46004,                 1.6905,                0.98606,                 1.3666,             0.00066628,             0.00066628,             0.00066628
                     65,                 1.5054,                  1.364,                 1.3725,                0.92353,                0.92762,                0.93489,                0.45015,                  1.728,                 1.0042,                 1.3969,             0.00066626,             0.00066626,             0.00066626
                     66,                 1.5455,                  1.404,                 1.3835,                0.91374,                0.91287,                0.91564,                0.40788,                 1.8838,                 1.0507,                 1.4864,             0.00066624,             0.00066624,             0.00066624
                     67,                  1.536,                 1.3925,                 1.4079,                0.88962,                0.89782,                0.91082,                 0.4026,                 1.8982,                 1.0544,                 1.4753,             0.00066621,             0.00066621,             0.00066621
                     68,                 1.4851,                  1.334,                 1.3757,                0.89388,                0.90954,                0.92267,                0.44433,                 1.7687,                 0.9985,                 1.4195,             0.00066619,             0.00066619,             0.00066619
                     69,                 1.5111,                  1.358,                 1.4016,                0.91037,                0.90775,                0.93391,                0.43868,                 1.7919,                0.98795,                  1.399,             0.00066616,             0.00066616,             0.00066616
                     70,                 1.5082,                 1.3454,                 1.3805,                0.88942,                0.92335,                0.93573,                0.45815,                 1.7471,                0.99085,                 1.3849,             0.00066614,             0.00066614,             0.00066614
                     71,                 1.5026,                 1.3274,                 1.3926,                0.87186,                0.93288,                 0.9355,                0.46238,                 1.6938,                0.98912,                 1.3657,             0.00066611,             0.00066611,             0.00066611
                     72,                 1.5139,                 1.3322,                 1.3926,                  0.912,                0.90422,                0.91406,                0.42309,                 1.8063,                  1.018,                 1.4227,             0.00066609,             0.00066609,             0.00066609
                     73,                 1.5103,                  1.358,                 1.3851,                0.90903,                0.91896,                0.93325,                0.46576,                 1.6656,                 1.0025,                 1.3602,             0.00066606,             0.00066606,             0.00066606
                     74,                 1.5049,                 1.3436,                 1.3806,                0.92088,                0.91298,                0.92824,                0.45409,                 1.6974,                 0.9925,                 1.3755,             0.00066604,             0.00066604,             0.00066604
                     75,                 1.5133,                 1.3301,                 1.3973,                0.90669,                 0.9244,                0.92677,                0.44888,                 1.7243,                 1.0046,                  1.378,             0.00066601,             0.00066601,             0.00066601
                     76,                  1.482,                 1.2946,                 1.3649,                0.91299,                0.93544,                0.94067,                0.47201,                 1.6826,                0.98328,                 1.3566,             0.00066598,             0.00066598,             0.00066598
                     77,                 1.4531,                 1.2937,                 1.3577,                0.92301,                0.92224,                0.92939,                0.44048,                 1.7625,                0.95413,                 1.4021,             0.00066595,             0.00066595,             0.00066595
                     78,                 1.4967,                 1.2848,                 1.3731,                0.92858,                0.91864,                0.93008,                0.43413,                 1.7858,                 0.9498,                 1.4108,             0.00066593,             0.00066593,             0.00066593
                     79,                  1.496,                 1.2903,                 1.3668,                0.92863,                 0.9148,                0.93253,                0.43463,                 1.8186,                0.95585,                 1.4049,              0.0006659,              0.0006659,              0.0006659
                     80,                 1.4974,                 1.2933,                 1.3885,                0.93818,                0.93429,                0.94231,                0.46158,                 1.7195,                0.89513,                  1.367,             0.00066587,             0.00066587,             0.00066587
                     81,                 1.5019,                 1.2757,                 1.3836,                0.91911,                0.91631,                0.92458,                0.43058,                 1.8154,                0.92522,                 1.4116,             0.00066584,             0.00066584,             0.00066584
                     82,                 1.5058,                 1.2554,                 1.3615,                0.93085,                 0.9215,                0.93657,                0.46098,                 1.7311,                0.92731,                 1.3874,             0.00066581,             0.00066581,             0.00066581
                     83,                 1.5398,                 1.3149,                 1.4023,                0.93919,                0.93057,                0.94071,                0.46905,                 1.6704,                0.92168,                 1.3744,             0.00066578,             0.00066578,             0.00066578
                     84,                 1.4928,                 1.2476,                 1.3733,                0.90942,                0.92787,                0.93539,                0.44243,                 1.7548,                0.92227,                 1.3972,             0.00066575,             0.00066575,             0.00066575
                     85,                 1.4718,                 1.2439,                  1.375,                0.94505,                0.92779,                0.94421,                0.49144,                 1.6195,                0.88651,                 1.3359,             0.00066572,             0.00066572,             0.00066572
                     86,                  1.476,                 1.2424,                 1.3536,                0.93401,                0.93317,                0.94407,                0.49476,                 1.6061,                0.88726,                 1.3245,             0.00066569,             0.00066569,             0.00066569
                     87,                 1.4813,                 1.3032,                  1.353,                0.93227,                0.91947,                0.93675,                0.49099,                 1.6158,                0.91364,                 1.3234,             0.00066566,             0.00066566,             0.00066566
                     88,                 1.4984,                 1.2813,                  1.359,                 0.9226,                0.92323,                0.94435,                  0.494,                 1.6179,                0.91758,                 1.3308,             0.00066563,             0.00066563,             0.00066563
                     89,                 1.5034,                 1.3122,                 1.3874,                0.91315,                 0.9246,                0.94148,                0.49621,                 1.5981,                 0.9692,                 1.3296,              0.0006656,              0.0006656,              0.0006656
                     90,                 1.4822,                 1.2493,                 1.3458,                0.91483,                0.94426,                0.94327,                0.48336,                 1.6494,                0.97069,                 1.3622,             0.00066557,             0.00066557,             0.00066557
                     91,                 1.4817,                 1.2739,                 1.3764,                0.93507,                 0.9368,                0.94973,                0.48651,                  1.607,                0.93566,                  1.353,             0.00066553,             0.00066553,             0.00066553
                     92,                 1.5029,                 1.2819,                 1.3782,                0.93832,                0.93363,                0.93682,                0.47361,                 1.6267,                0.91393,                  1.348,              0.0006655,              0.0006655,              0.0006655
                     93,                 1.4501,                 1.2084,                 1.3345,                0.93646,                0.93463,                0.94158,                0.49155,                 1.5981,                0.88382,                 1.3326,             0.00066547,             0.00066547,             0.00066547
                     94,                 1.4396,                 1.2212,                 1.3481,                0.93289,                0.93564,                0.93904,                0.48372,                 1.6186,                 0.8838,                 1.3319,             0.00066544,             0.00066544,             0.00066544
                     95,                 1.4631,                 1.1829,                 1.3414,                0.92807,                0.93364,                0.93951,                0.47649,                 1.6382,                0.88314,                 1.3244,              0.0006654,              0.0006654,              0.0006654
                     96,                 1.4446,                 1.1917,                 1.3291,                0.91563,                0.92223,                0.93134,                0.46928,                  1.678,                 0.8753,                 1.3384,             0.00066537,             0.00066537,             0.00066537
                     97,                 1.4965,                 1.1985,                 1.3669,                0.91732,                0.93434,                0.92897,                 0.4394,                 1.7846,                 0.9059,                 1.3846,             0.00066533,             0.00066533,             0.00066533
                     98,                 1.4392,                 1.1957,                 1.3378,                0.92284,                0.93898,                0.93614,                0.44167,                 1.7672,                0.90614,                 1.3914,              0.0006653,              0.0006653,              0.0006653
                     99,                 1.4764,                 1.2275,                 1.3607,                0.90773,                0.91682,                0.91256,                0.41447,                   1.83,                 0.9525,                 1.4204,             0.00066526,             0.00066526,             0.00066526
                    100,                 1.4537,                 1.2011,                 1.3535,                0.90344,                0.91525,                0.90013,                0.41253,                 1.8459,                0.91994,                 1.4259,             0.00066523,             0.00066523,             0.00066523
                    101,                 1.4688,                 1.1663,                 1.3622,                0.91559,                0.92114,                0.91531,                0.42806,                 1.8175,                0.89406,                 1.4071,             0.00066519,             0.00066519,             0.00066519
                    102,                 1.4519,                    1.2,                 1.3314,                0.92493,                0.94066,                0.94304,                0.45322,                 1.7288,                0.87802,                 1.3621,             0.00066516,             0.00066516,             0.00066516
                    103,                  1.487,                 1.2093,                 1.3505,                0.92376,                0.94898,                 0.9511,                 0.4578,                 1.7031,                0.90014,                 1.3655,             0.00066512,             0.00066512,             0.00066512
                    104,                 1.4654,                 1.1772,                 1.3454,                0.91476,                0.93367,                0.94986,                 0.4933,                 1.6174,                0.89537,                 1.3276,             0.00066508,             0.00066508,             0.00066508
                    105,                 1.4394,                  1.145,                 1.3511,                0.90754,                0.93597,                 0.9348,                0.47985,                 1.6351,                0.87635,                 1.3296,             0.00066504,             0.00066504,             0.00066504
                    106,                 1.4872,                  1.204,                 1.3659,                0.93053,                0.92258,                0.93004,                0.46394,                  1.675,                 0.8875,                 1.3425,             0.00066501,             0.00066501,             0.00066501
                    107,                 1.4503,                 1.1693,                  1.326,                0.93808,                0.92862,                0.93981,                0.48684,                 1.6128,                0.86561,                 1.3083,             0.00066497,             0.00066497,             0.00066497
                    108,                 1.4805,                 1.2109,                 1.3732,                0.89425,                0.94056,                 0.9268,                0.44198,                 1.7693,                0.90381,                 1.3772,             0.00066493,             0.00066493,             0.00066493
                    109,                 1.4888,                 1.1933,                 1.3575,                0.91226,                0.94634,                0.94941,                0.49261,                 1.6098,                0.86622,                  1.321,             0.00066489,             0.00066489,             0.00066489
                    110,                  1.442,                 1.1519,                 1.3302,                0.93783,                0.93859,                0.95451,                0.50328,                 1.5824,                  0.858,                 1.3104,             0.00066485,             0.00066485,             0.00066485
                    111,                 1.4148,                 1.1108,                 1.3299,                0.91584,                0.92045,                0.93049,                0.44876,                 1.7378,                0.88209,                 1.3833,             0.00066481,             0.00066481,             0.00066481
                    112,                 1.4693,                 1.1417,                 1.3708,                0.91461,                0.93818,                0.93122,                0.45562,                 1.7315,                0.87711,                 1.3868,             0.00066477,             0.00066477,             0.00066477
                    113,                 1.4899,                 1.1521,                 1.3475,                0.94027,                0.93149,                0.94538,                0.49228,                 1.6141,                0.84009,                 1.3353,             0.00066473,             0.00066473,             0.00066473
                    114,                 1.4875,                 1.1932,                 1.3621,                0.93432,                0.92962,                0.94222,                0.49268,                 1.6221,                0.83152,                 1.3277,             0.00066469,             0.00066469,             0.00066469
                    115,                 1.4407,                 1.1376,                 1.3445,                  0.937,                 0.9172,                0.94663,                0.50982,                 1.5664,                0.84222,                 1.3199,             0.00066465,             0.00066465,             0.00066465
                    116,                  1.448,                 1.1615,                 1.3538,                 0.9197,                0.93079,                0.94067,                0.48315,                  1.658,                0.85374,                 1.3253,             0.00066461,             0.00066461,             0.00066461
                    117,                  1.438,                 1.1323,                  1.339,                0.92547,                0.93984,                0.93634,                0.47056,                 1.7087,                0.85434,                 1.3481,             0.00066457,             0.00066457,             0.00066457
                    118,                 1.4444,                 1.1235,                 1.3656,                0.93218,                0.94354,                 0.9493,                0.49198,                 1.6568,                0.83103,                  1.339,             0.00066452,             0.00066452,             0.00066452
                    119,                 1.4637,                 1.1467,                 1.3617,                0.93344,                0.94266,                0.94586,                0.46577,                 1.7076,                0.85442,                 1.3605,             0.00066448,             0.00066448,             0.00066448
                    120,                 1.4805,                 1.1278,                 1.3448,                0.91115,                 0.9295,                0.92781,                0.42503,                 1.8188,                0.88425,                 1.4157,             0.00066444,             0.00066444,             0.00066444
                    121,                 1.4183,                 1.0999,                 1.3018,                0.93295,                0.95749,                0.95055,                0.49179,                 1.6241,                0.81497,                 1.3292,              0.0006644,              0.0006644,              0.0006644
                    122,                  1.462,                 1.1624,                 1.3598,                0.93853,                0.93954,                0.94651,                0.48013,                 1.6719,                0.82256,                  1.356,             0.00066435,             0.00066435,             0.00066435
                    123,                 1.3943,                 1.0965,                 1.3182,                0.94338,                0.94204,                0.95349,                0.50165,                 1.6007,                0.82222,                 1.3147,             0.00066431,             0.00066431,             0.00066431
                    124,                 1.4075,                  1.129,                 1.3268,                0.93261,                0.95002,                0.94787,                0.49114,                 1.6243,                   0.83,                 1.3176,             0.00066426,             0.00066426,             0.00066426
                    125,                 1.4128,                  1.084,                 1.3424,                0.93454,                0.94133,                0.94094,                0.48672,                 1.6382,                0.83948,                 1.3139,             0.00066422,             0.00066422,             0.00066422
                    126,                 1.4354,                 1.1191,                 1.3461,                0.93272,                0.94527,                0.94896,                0.48933,                 1.6205,                0.84263,                 1.3115,             0.00066418,             0.00066418,             0.00066418
                    127,                  1.422,                 1.1266,                 1.3465,                0.92992,                0.91898,                 0.9356,                0.46746,                 1.6835,                0.89485,                 1.3543,             0.00066413,             0.00066413,             0.00066413
                    128,                 1.4264,                 1.1177,                 1.3409,                0.92676,                0.91284,                0.93414,                0.46164,                 1.6849,                0.87795,                 1.3564,             0.00066408,             0.00066408,             0.00066408
                    129,                 1.4235,                 1.0917,                 1.3696,                0.92139,                0.92704,                0.93896,                 0.4792,                 1.6569,                0.86135,                 1.3314,             0.00066404,             0.00066404,             0.00066404
                    130,                 1.4377,                 1.1161,                 1.3536,                0.93113,                0.93548,                0.94515,                 0.4827,                 1.6522,                0.83853,                 1.3266,             0.00066399,             0.00066399,             0.00066399
                    131,                 1.4333,                 1.1038,                  1.334,                0.93426,                0.93817,                0.95356,                0.50766,                 1.5961,                0.81956,                 1.3055,             0.00066395,             0.00066395,             0.00066395
                    132,                 1.4257,                 1.1236,                  1.344,                0.91856,                0.96255,                0.95399,                0.49995,                 1.6156,                0.80366,                 1.3035,              0.0006639,              0.0006639,              0.0006639
                    133,                 1.4219,                  1.043,                 1.3369,                0.93684,                0.94413,                0.95351,                0.51244,                 1.5705,                0.79951,                 1.2941,             0.00066385,             0.00066385,             0.00066385
                    134,                 1.3935,                 1.0484,                 1.3033,                0.93822,                0.94813,                0.95577,                0.52464,                 1.5358,                0.79175,                 1.2953,              0.0006638,              0.0006638,              0.0006638
                    135,                 1.4367,                  1.096,                 1.3702,                0.95327,                0.94942,                0.95785,                0.51677,                 1.5538,                0.78176,                 1.3073,             0.00066375,             0.00066375,             0.00066375
                    136,                   1.48,                  1.154,                 1.3791,                 0.9459,                0.93961,                0.93518,                 0.4423,                 1.8029,                0.82878,                 1.4252,             0.00066371,             0.00066371,             0.00066371
                    137,                 1.4167,                 1.0877,                 1.3007,                0.94801,                0.93359,                0.94724,                 0.4872,                 1.6597,                0.80239,                  1.334,             0.00066366,             0.00066366,             0.00066366
                    138,                 1.4554,                 1.0952,                 1.3452,                0.94987,                0.94505,                0.95627,                0.50637,                 1.6078,                0.79674,                 1.3058,             0.00066361,             0.00066361,             0.00066361
                    139,                 1.4291,                 1.0298,                 1.3359,                0.93085,                0.94109,                0.93983,                 0.4479,                 1.7876,                0.82851,                  1.388,             0.00066356,             0.00066356,             0.00066356
                    140,                 1.4634,                 1.1123,                 1.3445,                0.93476,                0.96017,                0.94898,                0.47823,                 1.6738,                0.81185,                 1.3524,             0.00066351,             0.00066351,             0.00066351
                    141,                 1.4161,                 1.0748,                 1.3307,                0.92999,                0.96428,                0.95214,                0.49899,                 1.6134,                0.78516,                 1.3163,             0.00066346,             0.00066346,             0.00066346
                    142,                 1.4113,                 1.0459,                 1.3262,                0.96355,                0.93881,                0.95705,                0.48951,                 1.6502,                0.79271,                 1.3197,             0.00066341,             0.00066341,             0.00066341
                    143,                 1.3949,                 1.0149,                 1.2955,                0.93876,                0.96259,                0.96041,                0.49847,                 1.6071,                0.80706,                  1.308,             0.00066336,             0.00066336,             0.00066336
                    144,                 1.4109,                 1.0753,                 1.3382,                0.94839,                0.94437,                0.95588,                0.48722,                 1.6234,                0.81916,                 1.3334,              0.0006633,              0.0006633,              0.0006633
                    145,                  1.423,                  1.098,                  1.355,                0.93432,                0.93362,                0.94696,                0.46409,                 1.6896,                0.83784,                 1.3508,             0.00066325,             0.00066325,             0.00066325
                    146,                 1.4221,                 1.0598,                 1.3067,                0.93925,                0.95209,                0.95159,                0.49212,                 1.6264,                0.81145,                 1.3093,              0.0006632,              0.0006632,              0.0006632
                    147,                 1.4431,                 1.0522,                 1.3264,                0.93155,                0.94293,                0.93462,                0.44699,                 1.7725,                0.83906,                 1.3812,             0.00066315,             0.00066315,             0.00066315
                    148,                 1.4197,                 1.0577,                 1.3061,                0.94738,                0.93173,                0.94752,                0.49298,                 1.6308,                 0.7961,                  1.325,              0.0006631,              0.0006631,              0.0006631
                    149,                 1.4459,                 1.0802,                 1.3594,                0.93875,                0.93249,                0.94783,                0.49416,                 1.6185,                0.78319,                 1.3187,             0.00066304,             0.00066304,             0.00066304
                    150,                 1.3373,                0.96323,                 1.2737,                0.94331,                 0.9374,                0.95096,                0.49417,                 1.6267,                  0.774,                 1.3177,             0.00066299,             0.00066299,             0.00066299
                    151,                 1.3742,                 1.0045,                 1.3131,                 0.9391,                0.92693,                0.93127,                0.46239,                 1.7148,                0.78459,                  1.365,             0.00066294,             0.00066294,             0.00066294
                    152,                 1.4633,                 1.0895,                 1.3555,                0.94106,                0.92656,                0.94187,                0.48115,                 1.6678,                0.77167,                 1.3383,             0.00066288,             0.00066288,             0.00066288
