                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.5455,                 1.4685,                 1.4213,                0.90071,                0.87822,                0.89426,                0.42157,                 1.7703,                 1.1269,                 1.4329,             0.00062277,             0.00062277,             0.00062277
                     52,                 1.5446,                 1.5005,                 1.4154,                0.92635,                0.88966,                0.92426,                0.44939,                 1.6836,                 1.1082,                 1.3936,             0.00062102,             0.00062102,             0.00062102
                     53,                 1.5588,                 1.4678,                 1.3997,                0.91692,                 0.8786,                0.92362,                0.45895,                  1.683,                 1.1114,                 1.3903,             0.00061925,             0.00061925,             0.00061925
                     54,                 1.5258,                 1.4414,                 1.3875,                0.89808,                0.88675,                0.91119,                0.45012,                 1.7061,                 1.0961,                  1.397,             0.00061744,             0.00061744,             0.00061744
                     55,                 1.5395,                  1.454,                 1.4099,                0.90537,                0.89259,                0.91514,                0.45847,                 1.6823,                 1.0953,                  1.374,              0.0006156,              0.0006156,              0.0006156
                     56,                 1.5611,                 1.4793,                 1.4201,                0.91187,                 0.8962,                0.91659,                0.43207,                 1.7851,                 1.1386,                 1.4176,             0.00061373,             0.00061373,             0.00061373
                     57,                 1.5184,                  1.362,                 1.3855,                0.93017,                0.90512,                0.93133,                0.46081,                 1.6657,                 1.0821,                 1.3856,             0.00061184,             0.00061184,             0.00061184
                     58,                 1.4705,                 1.3732,                 1.3552,                 0.9378,                0.89586,                 0.9327,                0.44571,                 1.6899,                 1.0795,                  1.379,             0.00060991,             0.00060991,             0.00060991
                     59,                 1.5396,                 1.4493,                 1.4041,                0.93075,                0.91428,                0.93536,                0.44456,                 1.7221,                 1.0351,                 1.4014,             0.00060795,             0.00060795,             0.00060795
                     60,                 1.4905,                 1.3738,                 1.3823,                0.93766,                0.90308,                0.93144,                0.43577,                 1.7247,                 1.0365,                 1.4133,             0.00060596,             0.00060596,             0.00060596
                     61,                 1.4927,                 1.3603,                 1.3675,                0.93293,                0.90282,                0.93433,                0.44845,                 1.7249,                 1.0226,                 1.3954,             0.00060394,             0.00060394,             0.00060394
                     62,                 1.5285,                 1.3716,                 1.3915,                0.93724,                0.91332,                0.93418,                0.46447,                 1.6728,                 1.0119,                 1.3663,              0.0006019,              0.0006019,              0.0006019
                     63,                  1.541,                 1.4053,                  1.409,                0.93347,                0.90007,                0.92002,                0.44643,                 1.7218,                 1.0211,                 1.3872,             0.00059982,             0.00059982,             0.00059982
                     64,                 1.5013,                 1.3685,                 1.3627,                 0.9175,                0.88751,                0.92399,                0.45539,                 1.7017,                 1.0366,                  1.383,             0.00059772,             0.00059772,             0.00059772
                     65,                 1.4934,                 1.3598,                 1.3671,                0.91872,                 0.9177,                 0.9235,                0.42698,                 1.7812,                 1.0216,                 1.4267,             0.00059558,             0.00059558,             0.00059558
                     66,                 1.5375,                 1.3935,                 1.3903,                0.90494,                0.90501,                0.91173,                0.39905,                  1.886,                 1.0762,                 1.4788,             0.00059342,             0.00059342,             0.00059342
                     67,                 1.5209,                  1.394,                    1.4,                 0.9169,                0.92299,                0.92832,                0.44922,                 1.7331,                 1.0069,                 1.3963,             0.00059123,             0.00059123,             0.00059123
                     68,                 1.4612,                 1.3315,                 1.3646,                0.92223,                0.91424,                0.92626,                0.44397,                 1.7247,                 1.0125,                 1.3958,             0.00058901,             0.00058901,             0.00058901
                     69,                 1.5044,                 1.3574,                 1.3933,                0.91935,                0.90731,                 0.9226,                0.43602,                 1.7207,                 1.0317,                 1.3782,             0.00058677,             0.00058677,             0.00058677
                     70,                 1.5023,                 1.3444,                 1.3754,                0.90643,                0.92241,                 0.9177,                 0.4541,                 1.6687,                  1.029,                 1.3605,              0.0005845,              0.0005845,              0.0005845
                     71,                 1.4999,                 1.3214,                 1.3922,                0.90346,                0.91912,                0.93005,                0.47141,                 1.6395,                 1.0145,                 1.3597,              0.0005822,              0.0005822,              0.0005822
                     72,                 1.4845,                 1.3219,                 1.3766,                 0.9099,                0.91179,                0.92661,                0.45291,                 1.6913,                 1.0147,                 1.3802,             0.00057987,             0.00057987,             0.00057987
                     73,                 1.5169,                 1.3543,                 1.3894,                0.90603,                0.92716,                0.93156,                0.48439,                 1.6109,                 1.0359,                  1.342,             0.00057751,             0.00057751,             0.00057751
                     74,                 1.4822,                 1.3334,                 1.3695,                0.92123,                 0.9394,                0.93512,                 0.4724,                 1.6476,                0.99205,                 1.3569,             0.00057513,             0.00057513,             0.00057513
                     75,                 1.5048,                 1.3399,                 1.3901,                0.91243,                0.93588,                0.93638,                0.45628,                 1.6884,                0.98233,                 1.3666,             0.00057273,             0.00057273,             0.00057273
                     76,                 1.4711,                 1.2859,                 1.3595,                0.92488,                0.94143,                 0.9404,                0.47709,                 1.6142,                 0.9668,                 1.3377,              0.0005703,              0.0005703,              0.0005703
                     77,                 1.4328,                  1.279,                 1.3516,                0.93467,                0.91441,                0.93911,                0.47362,                 1.6408,                 0.9335,                 1.3344,             0.00056784,             0.00056784,             0.00056784
                     78,                 1.4736,                 1.2911,                 1.3664,                0.93334,                0.93209,                0.94091,                0.45221,                 1.7031,                0.93732,                 1.3616,             0.00056536,             0.00056536,             0.00056536
                     79,                 1.5212,                 1.3203,                 1.3793,                 0.9212,                0.93012,                0.93085,                0.41879,                 1.8299,                0.97225,                 1.4286,             0.00056285,             0.00056285,             0.00056285
                     80,                 1.5068,                  1.308,                 1.3918,                0.93392,                0.92335,                0.93964,                0.47779,                 1.6469,                0.92486,                 1.3559,             0.00056032,             0.00056032,             0.00056032
                     81,                 1.5186,                 1.2949,                  1.395,                0.92281,                0.92572,                0.93519,                0.46904,                  1.658,                0.93955,                 1.3588,             0.00055776,             0.00055776,             0.00055776
                     82,                 1.5106,                 1.2545,                 1.3715,                0.92464,                0.92771,                0.93217,                0.43014,                  1.778,                0.96279,                 1.4312,             0.00055518,             0.00055518,             0.00055518
                     83,                 1.5439,                 1.3179,                 1.4081,                0.93691,                0.92299,                0.93608,                0.48014,                 1.6239,                0.92759,                 1.3513,             0.00055257,             0.00055257,             0.00055257
                     84,                  1.468,                 1.2544,                 1.3603,                0.92135,                0.93145,                0.93172,                0.46539,                  1.662,                0.93245,                 1.3617,             0.00054994,             0.00054994,             0.00054994
                     85,                 1.4669,                 1.2453,                 1.3666,                0.91982,                0.91687,                0.92472,                0.44271,                 1.7551,                0.95154,                 1.3993,             0.00054729,             0.00054729,             0.00054729
                     86,                 1.4905,                 1.2639,                  1.365,                0.92338,                 0.9235,                0.93537,                 0.4696,                 1.6815,                0.94419,                 1.3719,             0.00054461,             0.00054461,             0.00054461
                     87,                 1.4582,                 1.2914,                  1.356,                0.92383,                0.93277,                0.94047,                0.49193,                 1.5828,                0.94456,                 1.3351,             0.00054192,             0.00054192,             0.00054192
                     88,                 1.4766,                 1.2651,                 1.3596,                 0.9318,                0.93241,                0.94135,                0.48131,                 1.6156,                0.93482,                  1.344,              0.0005392,              0.0005392,              0.0005392
                     89,                 1.4903,                 1.2949,                 1.3703,                0.93351,                0.93139,                 0.9414,                0.48915,                 1.6201,                0.91986,                  1.337,             0.00053645,             0.00053645,             0.00053645
                     90,                 1.4735,                 1.2249,                 1.3377,                0.92363,                0.95691,                0.94683,                0.50214,                  1.581,                0.89373,                 1.3227,             0.00053369,             0.00053369,             0.00053369
                     91,                  1.472,                 1.2415,                 1.3609,                0.92767,                0.93766,                0.94369,                0.48698,                 1.6235,                0.90214,                 1.3313,              0.0005309,              0.0005309,              0.0005309
                     92,                 1.4964,                 1.2863,                 1.3694,                0.92372,                0.94423,                0.94059,                0.45891,                 1.7001,                0.91073,                 1.3681,             0.00052809,             0.00052809,             0.00052809
                     93,                 1.4307,                 1.2078,                 1.3194,                0.93627,                0.93665,                0.95058,                0.48504,                  1.634,                0.88599,                 1.3311,             0.00052526,             0.00052526,             0.00052526
                     94,                 1.4361,                 1.2051,                 1.3455,                0.93669,                0.92499,                0.94151,                0.47221,                 1.6601,                0.88374,                 1.3426,             0.00052242,             0.00052242,             0.00052242
                     95,                 1.4361,                 1.1771,                   1.34,                0.92405,                0.95665,                0.94887,                0.46823,                 1.6645,                0.90179,                 1.3507,             0.00051955,             0.00051955,             0.00051955
                     96,                 1.4517,                 1.2041,                 1.3425,                0.94584,                0.92524,                0.94527,                0.46534,                 1.6638,                0.89024,                 1.3551,             0.00051666,             0.00051666,             0.00051666
                     97,                 1.4799,                 1.2159,                 1.3578,                0.92213,                0.93738,                0.92793,                 0.4339,                 1.7472,                0.92691,                 1.3824,             0.00051375,             0.00051375,             0.00051375
                     98,                 1.4211,                 1.1926,                 1.3291,                0.92293,                0.91604,                0.92511,                0.42911,                 1.7695,                 0.9181,                 1.3875,             0.00051082,             0.00051082,             0.00051082
                     99,                 1.4738,                 1.2162,                 1.3632,                0.92765,                0.92376,                0.92651,                0.44057,                 1.7408,                0.91555,                 1.3692,             0.00050787,             0.00050787,             0.00050787
                    100,                 1.4334,                 1.1843,                 1.3385,                0.92803,                0.92923,                0.93167,                0.43556,                 1.7801,                0.90998,                 1.3906,              0.0005049,              0.0005049,              0.0005049
                    101,                 1.4652,                  1.172,                 1.3601,                0.93653,                0.94465,                0.94502,                0.46654,                 1.7002,                 0.8861,                 1.3658,             0.00050192,             0.00050192,             0.00050192
                    102,                  1.433,                  1.205,                 1.3306,                0.93342,                0.93885,                0.94684,                0.49138,                 1.6202,                0.85852,                 1.3303,             0.00049891,             0.00049891,             0.00049891
                    103,                 1.4401,                 1.1851,                 1.3436,                0.93475,                0.92691,                0.94901,                0.49923,                 1.5906,                0.84565,                 1.3196,             0.00049589,             0.00049589,             0.00049589
                    104,                 1.4427,                 1.1716,                 1.3385,                0.95053,                0.92752,                  0.952,                0.48005,                 1.6634,                0.85032,                 1.3482,             0.00049285,             0.00049285,             0.00049285
                    105,                 1.4308,                 1.1505,                 1.3443,                0.95292,                0.92265,                0.94824,                0.48735,                 1.6311,                0.84022,                 1.3366,              0.0004898,              0.0004898,              0.0004898
                    106,                 1.4555,                 1.1985,                 1.3624,                0.95724,                 0.9288,                0.94848,                0.47142,                  1.647,                 0.8381,                 1.3463,             0.00048673,             0.00048673,             0.00048673
                    107,                 1.4263,                 1.1691,                 1.3212,                0.93988,                0.94326,                0.95269,                0.48954,                 1.6236,                0.84729,                 1.3328,             0.00048364,             0.00048364,             0.00048364
                    108,                 1.4408,                 1.2046,                 1.3662,                 0.9077,                0.93531,                 0.9381,                0.47496,                 1.6618,                0.87817,                 1.3392,             0.00048053,             0.00048053,             0.00048053
                    109,                 1.4392,                 1.1878,                 1.3384,                0.92315,                0.92804,                   0.94,                0.49335,                  1.593,                 0.8537,                 1.3076,             0.00047741,             0.00047741,             0.00047741
                    110,                 1.4142,                  1.152,                 1.3182,                0.93533,                0.93923,                0.94675,                0.50417,                  1.566,                0.83811,                 1.3006,             0.00047428,             0.00047428,             0.00047428
                    111,                 1.3843,                 1.1079,                 1.3225,                0.93804,                0.94345,                0.94457,                0.47549,                   1.66,                0.85657,                 1.3367,             0.00047113,             0.00047113,             0.00047113
                    112,                  1.439,                 1.1362,                 1.3612,                0.92638,                0.93269,                 0.9254,                0.43589,                   1.78,                0.87989,                 1.3886,             0.00046796,             0.00046796,             0.00046796
                    113,                 1.4567,                 1.1524,                 1.3248,                0.93704,                0.93869,                 0.9451,                0.47927,                 1.6533,                0.85798,                 1.3275,             0.00046478,             0.00046478,             0.00046478
                    114,                 1.4706,                  1.191,                   1.35,                0.93974,                0.93875,                0.94892,                0.48994,                 1.6189,                0.84181,                 1.3129,             0.00046158,             0.00046158,             0.00046158
                    115,                 1.4387,                 1.1194,                 1.3305,                 0.9487,                0.94747,                0.95361,                0.49838,                 1.5946,                0.81991,                 1.3047,             0.00045838,             0.00045838,             0.00045838
                    116,                 1.4231,                 1.1391,                 1.3238,                0.94826,                0.95072,                0.95005,                0.50273,                 1.5771,                0.82933,                 1.3023,             0.00045516,             0.00045516,             0.00045516
                    117,                 1.4068,                 1.1206,                 1.3221,                0.93271,                0.94544,                0.94909,                 0.4593,                 1.7226,                 0.8681,                 1.3605,             0.00045192,             0.00045192,             0.00045192
                    118,                 1.4204,                  1.128,                 1.3446,                0.93135,                0.94542,                0.94973,                0.46907,                 1.7063,                0.85605,                 1.3485,             0.00044867,             0.00044867,             0.00044867
                    119,                 1.4139,                 1.1336,                 1.3259,                0.93935,                0.93929,                0.95034,                0.47914,                 1.6544,                0.84315,                 1.3324,             0.00044542,             0.00044542,             0.00044542
                    120,                  1.402,                 1.0856,                 1.3077,                 0.9343,                0.93503,                0.94992,                0.48752,                 1.6061,                0.81709,                 1.3098,             0.00044214,             0.00044214,             0.00044214
                    121,                 1.3929,                 1.0803,                 1.2842,                0.95457,                0.94038,                0.95632,                0.49946,                 1.5867,                0.80388,                 1.2947,             0.00043886,             0.00043886,             0.00043886
                    122,                 1.4635,                 1.1611,                 1.3478,                0.94882,                0.93163,                0.94388,                 0.4664,                 1.6884,                0.84031,                 1.3424,             0.00043557,             0.00043557,             0.00043557
                    123,                 1.3841,                 1.0906,                  1.307,                0.94172,                0.94627,                0.95491,                0.50554,                 1.5826,                 0.8234,                 1.3024,             0.00043226,             0.00043226,             0.00043226
                    124,                 1.3958,                  1.108,                 1.3098,                0.94615,                0.95359,                0.95811,                0.51576,                 1.5405,                0.80357,                 1.2813,             0.00042895,             0.00042895,             0.00042895
                    125,                 1.3858,                 1.0847,                  1.324,                0.95195,                0.96188,                0.96676,                0.50299,                 1.5817,                0.80765,                  1.299,             0.00042562,             0.00042562,             0.00042562
                    126,                 1.4086,                 1.1352,                 1.3306,                0.94613,                0.94991,                0.96345,                0.49993,                 1.5937,                0.81053,                 1.3025,             0.00042229,             0.00042229,             0.00042229
                    127,                  1.395,                 1.1254,                 1.3302,                0.95281,                0.94783,                0.96367,                 0.4958,                 1.6311,                0.83567,                 1.3217,             0.00041894,             0.00041894,             0.00041894
                    128,                  1.391,                 1.0872,                 1.3158,                0.94973,                0.93445,                0.95516,                0.50024,                 1.6108,                0.83989,                 1.3122,             0.00041559,             0.00041559,             0.00041559
                    129,                 1.3853,                 1.0735,                 1.3341,                0.94698,                 0.9402,                0.95795,                 0.5118,                 1.5754,                0.83709,                  1.295,             0.00041223,             0.00041223,             0.00041223
                    130,                 1.4162,                 1.1115,                 1.3388,                0.93624,                0.95229,                0.95403,                0.50287,                 1.5739,                0.83291,                  1.295,             0.00040886,             0.00040886,             0.00040886
                    131,                 1.4008,                 1.1005,                 1.3146,                0.95031,                0.94987,                0.95974,                0.50943,                 1.5619,                0.81534,                 1.3048,             0.00040548,             0.00040548,             0.00040548
                    132,                  1.396,                 1.1171,                 1.3283,                0.95373,                0.94577,                0.95653,                0.50443,                 1.6001,                 0.8071,                 1.3021,             0.00040209,             0.00040209,             0.00040209
                    133,                 1.3945,                 1.0422,                 1.3153,                0.94683,                0.94714,                0.96421,                0.49888,                  1.611,                0.80444,                 1.3135,              0.0003987,              0.0003987,              0.0003987
                    134,                 1.3725,                 1.0529,                 1.2826,                0.95662,                0.94553,                0.96421,                 0.5291,                 1.5299,                0.79542,                 1.2774,              0.0003953,              0.0003953,              0.0003953
                    135,                 1.4303,                 1.1009,                 1.3589,                0.93143,                0.96407,                0.96162,                0.52581,                 1.5096,                0.79667,                 1.2954,              0.0003919,              0.0003919,              0.0003919
                    136,                 1.4232,                 1.1284,                 1.3538,                0.94072,                0.95232,                0.96329,                 0.5093,                 1.5608,                0.78707,                  1.286,             0.00038848,             0.00038848,             0.00038848
                    137,                  1.375,                 1.0606,                 1.2706,                0.94574,                0.93592,                0.95477,                0.47885,                 1.6582,                0.80936,                 1.3218,             0.00038507,             0.00038507,             0.00038507
                    138,                 1.4169,                 1.0774,                 1.3111,                0.93874,                  0.946,                0.96267,                 0.5196,                 1.5495,                0.78397,                 1.2791,             0.00038164,             0.00038164,             0.00038164
                    139,                 1.3628,                 1.0332,                 1.3035,                0.94202,                0.95361,                0.96268,                0.51561,                 1.5844,                0.77483,                 1.2873,             0.00037822,             0.00037822,             0.00037822
                    140,                 1.4191,                 1.0957,                 1.3117,                0.94348,                0.96567,                0.96257,                0.50728,                 1.5988,                0.77985,                 1.2909,             0.00037478,             0.00037478,             0.00037478
                    141,                 1.3646,                 1.0466,                 1.2973,                0.95579,                0.95237,                 0.9673,                 0.5299,                 1.5278,                0.78042,                 1.2738,             0.00037135,             0.00037135,             0.00037135
                    142,                 1.3715,                 1.0394,                 1.3014,                0.95765,                0.95469,                0.96624,                0.52429,                 1.5406,                0.77426,                 1.2788,             0.00036791,             0.00036791,             0.00036791
                    143,                 1.3087,                0.97725,                  1.253,                0.94709,                0.95061,                0.96494,                0.51093,                 1.5749,                0.77799,                 1.2926,             0.00036446,             0.00036446,             0.00036446
                    144,                 1.3697,                 1.0609,                 1.3094,                0.94704,                0.96174,                0.96563,                0.50171,                 1.5939,                0.78478,                 1.2979,             0.00036102,             0.00036102,             0.00036102
                    145,                 1.3845,                 1.0844,                 1.3235,                 0.9491,                0.94709,                0.96375,                 0.5012,                 1.5983,                0.79202,                 1.2957,             0.00035757,             0.00035757,             0.00035757
                    146,                 1.3814,                 1.0513,                 1.2813,                0.94618,                0.94998,                0.96561,                0.50661,                 1.5934,                0.79611,                 1.2903,             0.00035411,             0.00035411,             0.00035411
                    147,                 1.3947,                  1.038,                 1.3017,                0.93547,                0.95421,                0.95423,                0.46907,                 1.6897,                0.81296,                 1.3309,             0.00035066,             0.00035066,             0.00035066
                    148,                 1.3791,                 1.0481,                 1.2829,                0.94513,                0.95889,                0.95782,                0.48983,                  1.626,                0.79535,                 1.3089,             0.00034721,             0.00034721,             0.00034721
                    149,                 1.3966,                 1.0414,                 1.3248,                0.95099,                0.95386,                0.96448,                0.52069,                 1.5626,                0.77877,                 1.2844,             0.00034375,             0.00034375,             0.00034375
                    150,                 1.3126,                0.95179,                 1.2542,                0.94377,                0.95612,                0.96185,                0.52706,                 1.5312,                 0.7644,                  1.272,             0.00034029,             0.00034029,             0.00034029
                    151,                  1.343,                0.99572,                 1.2881,                 0.9507,                0.94946,                0.96056,                0.51669,                  1.556,                0.75711,                 1.2803,             0.00033684,             0.00033684,             0.00033684
                    152,                   1.41,                  1.078,                 1.3216,                0.93802,                0.95404,                0.95383,                0.49835,                 1.6131,                0.77275,                 1.3055,             0.00033338,             0.00033338,             0.00033338
