                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    332,                0.49481,                0.69468,                 0.3308,                 0.9226,                0.98808,                0.99999,                  0.995,                0.76425,                0.92137,                0.92731,                0.92523,                0.71691,                0.84274,                 1.0305,                0.34594,                 1.0575,             0.00013876,             0.00013876,             0.00013876
                    333,                0.49005,                0.68849,                0.31909,                0.91308,                0.98793,                0.99697,                0.99267,                0.76061,                0.92142,                 0.9277,                0.92177,                0.71065,                0.85917,                 1.0767,                 0.3521,                 1.0643,             0.00013734,             0.00013734,             0.00013734
                    334,                0.49023,                0.64863,                0.32265,                0.90841,                0.98904,                0.99703,                0.99267,                0.76118,                0.92135,                0.92455,                0.92175,                0.71605,                0.86232,                 1.0818,                0.35218,                 1.0596,             0.00013592,             0.00013592,             0.00013592
                    335,                0.50214,                0.65786,                0.32599,                0.90709,                0.98901,                0.99693,                0.99256,                0.75992,                0.92379,                0.92723,                0.92354,                0.71694,                0.85288,                 1.0691,                0.34927,                 1.0542,              0.0001345,              0.0001345,              0.0001345
                    336,                0.48062,                0.66791,                0.31242,                0.90274,                 0.9884,                0.99611,                0.99243,                 0.7664,                0.92128,                0.92375,                0.92118,                0.70712,                0.80915,                 1.0579,                0.34419,                 1.0419,             0.00013309,             0.00013309,             0.00013309
                    337,                0.49116,                0.66073,                0.32191,                0.90862,                0.98893,                0.99797,                 0.9949,                0.77518,                0.91923,                0.92311,                0.92078,                0.70385,                0.78588,                 1.0552,                0.33817,                 1.0367,             0.00013169,             0.00013169,             0.00013169
                    338,                 0.4955,                0.67107,                0.32593,                0.91485,                0.99006,                0.99779,                0.99245,                0.76905,                0.91675,                0.92037,                0.91555,                 0.6997,                0.80893,                 1.0247,                 0.3425,                 1.0425,             0.00013029,             0.00013029,             0.00013029
                    339,                0.48024,                0.65801,                0.31423,                0.90838,                0.99179,                0.99769,                0.99245,                 0.7636,                0.91652,                0.92035,                0.91546,                0.69748,                0.82157,                 1.0376,                0.34669,                 1.0446,             0.00012889,             0.00012889,             0.00012889
                    340,                0.48918,                0.64464,                0.31929,                0.90844,                0.99174,                 0.9977,                0.99245,                0.76763,                0.91637,                0.92036,                0.91492,                0.69684,                0.80674,                 1.0659,                0.34626,                 1.0401,              0.0001275,              0.0001275,              0.0001275
                    341,                0.50044,                  0.713,                0.32587,                0.92041,                0.99041,                0.99781,                0.99245,                0.76609,                0.91644,                0.92037,                0.91477,                0.69893,                0.80653,                 1.0644,                0.34594,                 1.0426,             0.00012612,             0.00012612,             0.00012612
                    342,                0.48619,                0.68419,                0.32301,                0.91155,                0.98716,                0.99798,                0.99264,                0.76543,                 0.9231,                0.92596,                0.91938,                0.70638,                0.82591,                 1.0358,                 0.3478,                 1.0506,             0.00012474,             0.00012474,             0.00012474
                    343,                0.49004,                 0.6595,                0.32231,                0.91051,                0.98276,                0.99535,                 0.9923,                 0.7753,                0.91596,                0.92038,                0.91721,                0.70436,                0.79415,                 1.1049,                0.33557,                 1.0441,             0.00012337,             0.00012337,             0.00012337
                    344,                0.47087,                0.64455,                0.31421,                0.90644,                0.98597,                0.99804,                  0.995,                0.78099,                0.91849,                0.92036,                 0.9174,                0.69926,                0.77796,                 1.1045,                0.33039,                 1.0343,               0.000122,               0.000122,               0.000122
                    345,                0.47409,                0.64737,                0.31067,                0.91598,                0.98809,                0.99802,                  0.995,                0.77645,                0.91918,                0.92037,                0.91798,                0.70072,                0.78717,                 1.0672,                0.33116,                 1.0327,             0.00012064,             0.00012064,             0.00012064
                    346,                0.49175,                0.62953,                 0.3168,                0.90998,                0.98777,                0.99527,                0.99333,                0.77343,                0.92234,                0.92269,                0.91987,                0.70738,                 0.7961,                 1.0268,                0.33142,                 1.0321,             0.00011928,             0.00011928,             0.00011928
                    347,                0.50173,                0.64242,                0.32753,                0.91354,                0.98858,                0.99533,                0.99339,                0.77598,                0.92572,                 0.9258,                0.92026,                0.69983,                0.77631,                 1.0402,                0.32916,                 1.0299,             0.00011793,             0.00011793,             0.00011793
                    348,                0.48278,                 0.6722,                0.31809,                0.91684,                0.99145,                0.99803,                  0.995,                0.77444,                0.91908,                0.92046,                0.91645,                0.70058,                0.78592,                 1.0462,                0.33198,                 1.0418,             0.00011659,             0.00011659,             0.00011659
                    349,                0.48192,                0.65009,                0.31739,                 0.9085,                0.98758,                0.99844,                  0.995,                0.76378,                  0.919,                0.92052,                0.91703,                 0.7048,                0.82818,                 1.0419,                0.34282,                  1.055,             0.00011525,             0.00011525,             0.00011525
                    350,                0.47842,                0.67164,                0.31754,                0.91429,                0.98877,                0.99893,                  0.995,                0.76111,                0.91821,                0.92087,                0.91741,                0.71218,                0.84805,                 1.0798,                0.34675,                 1.0527,             0.00011391,             0.00011391,             0.00011391
                    351,                0.47709,                0.62656,                0.31209,                0.90662,                0.99025,                0.99922,                  0.995,                0.76664,                0.92312,                0.92397,                0.91825,                0.70969,                 0.8269,                 1.1121,                0.34026,                 1.0444,             0.00011259,             0.00011259,             0.00011259
                    352,                0.47126,                0.65109,                0.31077,                0.90797,                0.99128,                      1,                  0.995,                0.78319,                0.91443,                0.91941,                0.91422,                0.70258,                0.77334,                 1.1403,                0.32948,                 1.0273,             0.00011127,             0.00011127,             0.00011127
                    353,                0.49769,                0.64813,                0.32196,                0.91407,                0.99131,                 0.9991,                  0.995,                0.77818,                0.91362,                0.91891,                0.91439,                0.70591,                0.78486,                 1.0612,                0.33914,                 1.0263,             0.00010995,             0.00010995,             0.00010995
                    354,                0.47627,                0.62276,                0.31306,                0.90662,                0.99154,                0.99835,                  0.995,                0.77514,                0.91701,                0.92095,                0.91792,                0.71171,                0.79639,                 1.0287,                 0.3383,                 1.0331,             0.00010865,             0.00010865,             0.00010865
                    355,                0.48579,                0.67027,                0.32025,                0.91314,                0.99139,                0.99546,                0.99489,                0.77924,                 0.9174,                0.92092,                0.91832,                0.71092,                0.78648,                 1.0488,                0.33411,                 1.0352,             0.00010734,             0.00010734,             0.00010734
                    356,                0.47202,                0.67559,                 0.3116,                0.91234,                0.99197,                0.99548,                0.99489,                0.78109,                0.91799,                0.92091,                0.91802,                0.70656,                 0.7891,                 1.0471,                0.33639,                 1.0363,             0.00010605,             0.00010605,             0.00010605
                    357,                0.48499,                0.64449,                0.31147,                 0.9084,                0.99323,                0.99815,                  0.995,                0.77792,                0.91856,                0.92069,                 0.9181,                0.70616,                0.80503,                 1.0429,                0.34353,                 1.0377,             0.00010476,             0.00010476,             0.00010476
                    358,                0.47059,                0.67808,                0.31236,                0.90637,                0.99017,                0.99809,                  0.995,                0.77896,                0.92105,                0.92347,                0.91926,                0.70802,                0.79647,                 1.0864,                0.33692,                 1.0302,             0.00010347,             0.00010347,             0.00010347
                    359,                0.46735,                0.65768,                0.31178,                0.90312,                0.98711,                0.99806,                  0.995,                0.77521,                0.91594,                0.92046,                 0.9186,                0.71796,                0.81333,                 1.0475,                0.33709,                 1.0346,              0.0001022,              0.0001022,              0.0001022
                    360,                0.49053,                0.69513,                0.31666,                0.91339,                0.98601,                0.99803,                0.99479,                0.77697,                0.91469,                0.92041,                0.91841,                0.71412,                0.80175,                 1.0184,                0.33391,                 1.0364,             0.00010093,             0.00010093,             0.00010093
                    361,                0.47611,                0.61545,                0.30781,                0.90258,                0.98518,                0.99805,                0.99479,                0.77918,                0.91433,                0.92043,                0.91832,                0.71094,                0.78736,                  1.028,                0.33372,                 1.0372,             9.9664e-05,             9.9664e-05,             9.9664e-05
                    362,                0.46648,                0.67197,                0.31183,                0.90737,                0.98171,                0.99537,                0.99229,                0.77928,                 0.9145,                0.92035,                0.91764,                0.70678,                0.76398,                 1.0432,                0.32924,                  1.037,             9.8407e-05,             9.8407e-05,             9.8407e-05
                    363,                0.47078,                 0.6603,                0.31249,                0.90376,                0.98196,                0.99534,                0.99308,                0.77604,                0.91511,                0.92016,                0.91818,                0.71764,                 0.7802,                 1.0452,                0.33434,                 1.0396,             9.7156e-05,             9.7156e-05,             9.7156e-05
                    364,                0.46799,                0.60046,                 0.3048,                0.91036,                0.98521,                0.99521,                0.99282,                0.77516,                0.91586,                0.91988,                0.91832,                0.72283,                0.78613,                 1.0635,                 0.3283,                 1.0361,             9.5912e-05,             9.5912e-05,             9.5912e-05
                    365,                 0.4776,                0.62586,                0.30611,                0.90136,                0.99149,                0.99787,                 0.9949,                0.78049,                0.91884,                0.92308,                0.92085,                0.70698,                  0.764,                 1.0726,                0.32621,                 1.0314,             9.4675e-05,             9.4675e-05,             9.4675e-05
                    366,                0.47515,                0.69934,                0.30994,                0.90421,                0.99047,                 0.9979,                 0.9949,                0.78201,                0.91642,                0.92041,                0.91818,                0.70195,                0.76081,                 1.0585,                0.32705,                 1.0294,             9.3444e-05,             9.3444e-05,             9.3444e-05
                    367,                0.48259,                0.64594,                0.31511,                0.91175,                 0.9875,                0.99523,                0.99244,                0.77868,                 0.9189,                0.92306,                0.92091,                0.70637,                0.77335,                 1.0529,                0.33005,                 1.0317,              9.222e-05,              9.222e-05,              9.222e-05
                    368,                0.48103,                0.66048,                0.31347,                0.91229,                0.98777,                0.99514,                0.99177,                 0.7744,                0.91882,                0.92299,                0.92026,                0.71186,                0.80725,                 1.0487,                0.33301,                 1.0382,             9.1004e-05,             9.1004e-05,             9.1004e-05
                    369,                0.47234,                0.64889,                0.30758,                0.90082,                0.98846,                0.99506,                 0.9906,                 0.7713,                0.91887,                0.92293,                0.91925,                 0.7087,                0.80439,                  1.094,                0.33156,                 1.0391,             8.9794e-05,             8.9794e-05,             8.9794e-05
                    370,                0.48696,                0.63465,                0.31328,                0.91669,                0.98866,                0.99503,                0.99029,                0.77713,                0.91826,                0.92294,                0.91905,                0.70486,                0.77588,                 1.1235,                0.32749,                 1.0345,             8.8591e-05,             8.8591e-05,             8.8591e-05
                    371,                0.47174,                0.61721,                0.30938,                0.90533,                0.99122,                0.99773,                0.99315,                0.77934,                0.91576,                 0.9203,                0.91628,                0.70724,                0.76451,                 1.0949,                 0.3256,                 1.0311,             8.7394e-05,             8.7394e-05,             8.7394e-05
                    372,                0.47248,                0.62453,                0.30449,                 0.9109,                0.99194,                0.99773,                0.99305,                0.77871,                0.91852,                0.92298,                 0.9197,                0.70757,                0.76586,                 1.0826,                0.32521,                 1.0303,             8.6205e-05,             8.6205e-05,             8.6205e-05
                    373,                 0.4723,                0.62421,                0.30751,                0.90906,                0.99284,                0.99699,                0.99377,                0.77576,                0.91892,                  0.923,                 0.9198,                0.71341,                0.78371,                 1.0825,                0.32567,                  1.034,             8.5023e-05,             8.5023e-05,             8.5023e-05
                    374,                0.46625,                0.60606,                0.30752,                0.90511,                0.99326,                0.99746,                0.99418,                 0.7743,                0.91939,                0.92299,                 0.9204,                0.70999,                0.78392,                 1.0662,                0.32847,                 1.0351,             8.3849e-05,             8.3849e-05,             8.3849e-05
                    375,                0.46729,                0.62166,                0.30486,                0.90336,                0.99374,                0.99746,                 0.9949,                0.77968,                0.91672,                0.92036,                0.91811,                0.70185,                0.75975,                 1.0739,                0.31968,                 1.0306,             8.2681e-05,             8.2681e-05,             8.2681e-05
                    376,                0.45594,                0.63142,                0.29624,                0.90606,                0.99288,                0.99772,                 0.9949,                0.78336,                0.91622,                 0.9204,                0.91797,                 0.6995,                0.74704,                 1.0861,                0.31512,                 1.0216,             8.1521e-05,             8.1521e-05,             8.1521e-05
                    377,                0.45338,                0.58871,                0.29855,                0.89991,                0.99384,                0.99773,                  0.995,                 0.7819,                0.91798,                0.92037,                0.91791,                0.70277,                0.75381,                 1.0727,                0.31626,                 1.0219,             8.0367e-05,             8.0367e-05,             8.0367e-05
                    378,                0.46314,                0.61364,                  0.302,                0.90173,                0.99441,                0.99774,                  0.995,                0.78007,                0.92361,                0.92595,                0.92164,                0.70643,                0.77333,                 1.0588,                0.32129,                 1.0246,             7.9222e-05,             7.9222e-05,             7.9222e-05
                    379,                0.45632,                0.62251,                0.30141,                0.89941,                0.99528,                0.99779,                  0.995,                0.77682,                0.92131,                0.92311,                0.92047,                0.70672,                0.76809,                  1.068,                0.32077,                 1.0276,             7.8083e-05,             7.8083e-05,             7.8083e-05
                    380,                0.47122,                0.60927,                0.30454,                0.89934,                 0.9923,                0.99536,                0.99284,                0.77737,                0.92122,                0.92328,                0.92031,                0.70122,                0.75631,                 1.0941,                0.32125,                 1.0316,             7.6952e-05,             7.6952e-05,             7.6952e-05
                    381,                0.47382,                 0.6614,                0.31457,                0.90558,                0.99061,                0.99545,                 0.9928,                0.77953,                0.92039,                0.92331,                0.92006,                0.70072,                0.74549,                 1.1142,                0.31847,                  1.034,             7.5828e-05,             7.5828e-05,             7.5828e-05
                    382,                0.45597,                0.62509,                0.30151,                0.90098,                0.98972,                0.99537,                 0.9928,                0.77709,                0.92016,                 0.9232,                0.92002,                0.70467,                0.76288,                 1.1024,                0.32063,                 1.0334,             7.4712e-05,             7.4712e-05,             7.4712e-05
                    383,                0.47822,                0.66329,                0.30856,                0.90582,                0.99275,                0.99802,                  0.995,                0.77796,                 0.9205,                0.92319,                0.92044,                0.71016,                0.78164,                 1.1006,                0.32199,                 1.0351,             7.3604e-05,             7.3604e-05,             7.3604e-05
                    384,                0.44767,                0.61154,                0.29698,                0.89674,                0.98855,                0.99832,                0.99489,                0.78043,                0.91991,                0.92325,                0.92061,                0.71431,                0.78383,                 1.1028,                0.32415,                 1.0309,             7.2503e-05,             7.2503e-05,             7.2503e-05
                    385,                0.45062,                0.62079,                0.30048,                0.89328,                0.99093,                0.99718,                  0.995,                0.78183,                0.91988,                0.92292,                0.92046,                0.70918,                0.77875,                 1.0999,                0.32812,                 1.0325,             7.1409e-05,             7.1409e-05,             7.1409e-05
                    386,                0.46678,                0.62537,                0.30117,                0.90217,                0.98699,                0.99799,                0.99479,                0.78287,                0.91952,                0.92008,                0.91841,                0.70401,                 0.7629,                 1.1091,                0.32405,                   1.03,             7.0324e-05,             7.0324e-05,             7.0324e-05
                    387,                0.44304,                0.64343,                0.29365,                0.89421,                0.98443,                0.99719,                0.99411,                0.78148,                 0.9137,                0.92044,                 0.9184,                0.70775,                0.76634,                 1.0969,                0.32382,                 1.0284,             6.9246e-05,             6.9246e-05,             6.9246e-05
                    388,                0.46669,                  0.642,                0.30744,                0.89375,                0.98452,                0.99763,                0.99448,                0.78243,                0.91595,                0.92313,                0.92077,                   0.71,                0.76297,                 1.0999,                 0.3259,                 1.0259,             6.8175e-05,             6.8175e-05,             6.8175e-05
                    389,                 0.4656,                0.63454,                0.29697,                0.90746,                0.98371,                0.99786,                0.99468,                 0.7848,                0.91589,                0.92317,                0.92107,                0.71518,                0.76243,                 1.0913,                0.32271,                 1.0237,             6.7113e-05,             6.7113e-05,             6.7113e-05
                    390,                0.45458,                0.58878,                0.30058,                0.89663,                0.98535,                0.99689,                0.99479,                0.78901,                0.91948,                0.92312,                0.92081,                0.71559,                0.76004,                  1.084,                0.32119,                 1.0248,             6.6058e-05,             6.6058e-05,             6.6058e-05
                    391,                0.45645,                0.63106,                0.30198,                0.89843,                0.98875,                0.99507,                0.99479,                0.78784,                0.91926,                0.92309,                 0.9212,                0.71421,                0.76338,                 1.0969,                0.32109,                 1.0294,             6.5011e-05,             6.5011e-05,             6.5011e-05
                    392,                0.45756,                0.60556,                0.29894,                0.90016,                0.98981,                0.99509,                0.99305,                0.78935,                0.92113,                0.92316,                0.92179,                0.72076,                0.77027,                 1.1135,                 0.3245,                 1.0323,             6.3973e-05,             6.3973e-05,             6.3973e-05
                    393,                   0.46,                0.61375,                0.29935,                0.90218,                0.98933,                0.99811,                  0.995,                0.79078,                 0.9194,                0.92313,                0.92179,                0.71983,                0.76918,                 1.1189,                0.32133,                 1.0321,             6.2942e-05,             6.2942e-05,             6.2942e-05
                    394,                0.45707,                0.66691,                0.30556,                0.90204,                 0.9879,                0.99808,                  0.995,                0.78913,                0.92318,                0.92596,                0.92317,                0.71973,                 0.7695,                 1.1475,                0.32407,                 1.0325,             6.1919e-05,             6.1919e-05,             6.1919e-05
                    395,                0.45737,                0.60818,                0.29742,                0.90369,                0.98821,                0.99813,                  0.995,                0.78822,                0.92338,                0.92598,                0.92306,                 0.7222,                0.77437,                 1.1296,                0.32151,                  1.034,             6.0904e-05,             6.0904e-05,             6.0904e-05
                    396,                0.45212,                0.61176,                0.29733,                0.89769,                0.98974,                0.99836,                  0.995,                0.78515,                0.91963,                 0.9232,                0.92112,                0.72182,                0.77883,                 1.1197,                0.32405,                  1.034,             5.9897e-05,             5.9897e-05,             5.9897e-05
                    397,                0.45318,                0.66263,                0.29952,                0.90405,                 0.9899,                0.99882,                  0.995,                0.78482,                0.91998,                0.92343,                0.92112,                0.71973,                0.77198,                 1.1372,                0.31936,                 1.0342,             5.8899e-05,             5.8899e-05,             5.8899e-05
                    398,                0.43687,                0.60507,                0.28943,                0.89558,                0.98729,                0.99643,                0.99254,                0.78426,                0.92051,                0.92359,                0.92117,                0.71539,                0.77622,                 1.1307,                0.32084,                 1.0351,             5.7908e-05,             5.7908e-05,             5.7908e-05
                    399,                0.44924,                0.59195,                0.29505,                0.89645,                0.99036,                0.99928,                  0.995,                0.78329,                0.92078,                0.92371,                0.92117,                 0.7143,                0.77766,                 1.1231,                0.32093,                 1.0341,             5.6926e-05,             5.6926e-05,             5.6926e-05
                    400,                0.42983,                0.60126,                0.29157,                0.89741,                0.99137,                      1,                  0.995,                0.78802,                 0.9213,                0.92462,                0.92124,                0.71373,                0.76635,                 1.1356,                0.32339,                 1.0309,             5.5952e-05,             5.5952e-05,             5.5952e-05
                    401,                0.46581,                0.62272,                0.30295,                0.90545,                0.99172,                      1,                  0.995,                0.78499,                0.92142,                 0.9253,                0.92082,                0.71553,                0.76246,                  1.161,                 0.3179,                 1.0278,             5.4986e-05,             5.4986e-05,             5.4986e-05
                    402,                0.45936,                0.60823,                0.30027,                0.89612,                0.98894,                0.99733,                0.99256,                 0.7854,                0.92961,                 0.9305,                0.92402,                0.70968,                0.75881,                 1.1705,                0.31563,                 1.0238,             5.4029e-05,             5.4029e-05,             5.4029e-05
                    403,                0.46207,                0.60476,                0.30595,                0.90396,                0.98471,                0.99568,                 0.9923,                0.78194,                0.92079,                0.92444,                0.92071,                0.71195,                 0.7731,                 1.1501,                0.31885,                 1.0243,              5.308e-05,              5.308e-05,              5.308e-05
                    404,                0.45532,                0.61828,                0.30138,                0.89648,                0.98493,                0.99445,                0.99227,                0.77865,                0.92066,                0.92438,                0.92062,                0.71045,                0.78031,                 1.1326,                0.31932,                 1.0257,             5.2139e-05,             5.2139e-05,             5.2139e-05
                    405,                0.43349,                0.59409,                0.29193,                0.89072,                0.98167,                0.99126,                0.99014,                0.77679,                0.92042,                0.92436,                0.92081,                0.71158,                0.79406,                 1.1259,                0.32488,                  1.031,             5.1207e-05,             5.1207e-05,             5.1207e-05
                    406,                0.44324,                0.61015,                0.29939,                0.90108,                 0.9856,                0.99479,                0.99223,                0.77628,                0.92042,                0.92456,                0.92053,                0.71199,                0.79866,                 1.1486,                0.32382,                 1.0361,             5.0283e-05,             5.0283e-05,             5.0283e-05
                    407,                0.45468,                0.60654,                0.29571,                0.90399,                0.98608,                0.99516,                0.99223,                0.77604,                0.92425,                0.92726,                0.92168,                0.71258,                0.79564,                 1.1622,                0.32568,                 1.0371,             4.9368e-05,             4.9368e-05,             4.9368e-05
                    408,                0.44059,                0.62567,                 0.2944,                 0.8995,                0.98866,                0.99431,                0.99243,                0.77673,                  0.921,                 0.9247,                0.92053,                0.71312,                0.79545,                 1.1592,                 0.3245,                  1.039,             4.8461e-05,             4.8461e-05,             4.8461e-05
                    409,                0.43815,                0.62791,                0.29475,                 0.8918,                0.99436,                0.99896,                  0.995,                0.77699,                0.92102,                0.92476,                0.92053,                0.71544,                0.79565,                 1.1486,                 0.3239,                 1.0384,             4.7563e-05,             4.7563e-05,             4.7563e-05
                    410,                0.44427,                0.64098,                 0.2943,                0.89743,                0.99323,                      1,                  0.995,                0.77725,                0.92094,                0.92507,                0.92112,                0.71324,                0.78835,                 1.1356,                0.32241,                 1.0349,             4.6673e-05,             4.6673e-05,             4.6673e-05
                    411,                0.43425,                0.61942,                0.29558,                0.89144,                0.99323,                      1,                  0.995,                0.78193,                0.92102,                0.92494,                0.92106,                0.71042,                 0.7666,                 1.1463,                0.32333,                 1.0284,             4.5792e-05,             4.5792e-05,             4.5792e-05
                    412,                0.44502,                0.61389,                0.29233,                0.89799,                0.99306,                      1,                  0.995,                 0.7862,                0.92084,                0.92485,                0.92116,                0.71149,                0.75669,                 1.1425,                0.31548,                 1.0254,              4.492e-05,              4.492e-05,              4.492e-05
                    413,                0.44047,                0.60394,                0.29334,                0.89692,                0.99267,                      1,                  0.995,                0.78324,                0.92105,                 0.9251,                0.92156,                0.70857,                0.76362,                 1.1173,                0.31867,                 1.0268,             4.4057e-05,             4.4057e-05,             4.4057e-05
                    414,                0.44847,                0.61204,                0.29271,                0.89963,                 0.9926,                      1,                  0.995,                 0.7802,                0.92079,                0.92823,                0.92217,                0.71471,                0.78064,                 1.1052,                0.32465,                 1.0336,             4.3202e-05,             4.3202e-05,             4.3202e-05
                    415,                0.44866,                0.59442,                0.29309,                0.89537,                0.99251,                      1,                  0.995,                0.77967,                0.92057,                0.92823,                0.92199,                0.71528,                0.78734,                 1.1079,                0.32185,                 1.0367,             4.2356e-05,             4.2356e-05,             4.2356e-05
                    416,                0.45257,                0.60662,                0.29599,                0.90178,                0.99187,                      1,                  0.995,                0.77874,                0.92037,                0.92823,                0.92158,                0.71461,                0.79283,                 1.1331,                0.32278,                 1.0413,             4.1519e-05,             4.1519e-05,             4.1519e-05
                    417,                0.43936,                0.62431,                0.29295,                0.89819,                0.98924,                0.99733,                0.99288,                 0.7818,                0.91739,                0.92557,                0.91898,                0.71156,                0.77793,                 1.1657,                0.32093,                 1.0376,              4.069e-05,              4.069e-05,              4.069e-05
                    418,                0.44244,                0.63351,                0.29689,                0.89525,                0.98866,                0.99733,                0.99288,                0.78355,                   0.92,                0.92469,                0.92085,                0.71275,                0.78257,                 1.1535,                0.31729,                 1.0379,             3.9871e-05,             3.9871e-05,             3.9871e-05
                    419,                0.43743,                0.60784,                0.29126,                0.89392,                0.98994,                      1,                  0.995,                 0.7784,                0.91795,                0.92207,                 0.9186,                  0.715,                0.79115,                 1.1315,                0.32036,                 1.0378,              3.906e-05,              3.906e-05,              3.906e-05
                    420,                 0.4232,                0.57692,                0.28366,                0.89406,                 0.9904,                0.99967,                  0.995,                0.77745,                0.92243,                0.92427,                0.91983,                0.71524,                0.79188,                 1.1295,                0.32276,                 1.0366,             3.8259e-05,             3.8259e-05,             3.8259e-05
                    421,                0.45668,                0.62031,                0.30437,                0.89339,                0.99189,                0.99947,                  0.995,                 0.7797,                0.92112,                0.92404,                0.92078,                0.71817,                0.78645,                 1.1338,                0.32389,                 1.0339,             3.7466e-05,             3.7466e-05,             3.7466e-05
                    422,                0.42851,                0.59694,                0.29359,                0.89615,                0.99297,                0.99946,                  0.995,                0.78141,                0.91834,                0.92149,                0.91861,                0.71635,                0.77799,                 1.1588,                0.31811,                 1.0332,             3.6682e-05,             3.6682e-05,             3.6682e-05
                    423,                0.44502,                0.65772,                0.29025,                0.89583,                0.99302,                0.99896,                  0.995,                0.78428,                0.91778,                0.92127,                0.91856,                0.71413,                 0.7723,                 1.1702,                0.31877,                 1.0352,             3.5908e-05,             3.5908e-05,             3.5908e-05
                    424,                0.45968,                0.59294,                0.29409,                0.90537,                0.99172,                0.99904,                  0.995,                0.78363,                0.91728,                0.92135,                0.91893,                0.71033,                0.76729,                 1.1715,                0.31584,                 1.0355,             3.5142e-05,             3.5142e-05,             3.5142e-05
                    425,                0.43873,                0.62964,                0.29423,                0.89624,                0.99091,                0.99907,                  0.995,                0.78364,                 0.9166,                0.92136,                0.91893,                0.70885,                0.76489,                 1.1635,                0.31608,                  1.036,             3.4386e-05,             3.4386e-05,             3.4386e-05
