                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.5906,                 1.8323,                 1.6533,                0.68056,                0.71096,                0.74999,                0.33805,                 1.9649,                 1.5404,                 1.7617,             0.00052594,             0.00052594,             0.00052594
                     23,                 1.5691,                 1.8817,                 1.6184,                0.67865,                0.71167,                0.73757,                0.34245,                 1.9138,                 1.5255,                 1.7101,             0.00052593,             0.00052593,             0.00052593
                     24,                 1.5656,                 1.8768,                 1.6347,                0.69096,                0.69464,                0.73616,                 0.3578,                 1.8662,                 1.5117,                 1.6765,             0.00052592,             0.00052592,             0.00052592
                     25,                 1.5454,                 1.7639,                 1.6124,                0.78481,                0.67592,                 0.7647,                0.37433,                 1.8503,                  1.455,                 1.6663,             0.00052592,             0.00052592,             0.00052592
                     26,                  1.539,                 1.7311,                 1.6162,                0.78733,                0.72383,                0.80087,                0.39843,                  1.791,                 1.3866,                 1.6461,             0.00052591,             0.00052591,             0.00052591
                     27,                 1.5362,                 1.7208,                 1.5968,                0.77782,                0.76783,                0.82153,                0.41402,                 1.7749,                 1.3906,                 1.6125,              0.0005259,              0.0005259,              0.0005259
                     28,                  1.544,                 1.7639,                 1.6082,                0.82153,                0.79327,                0.84991,                0.40982,                 1.8101,                 1.3576,                 1.6113,              0.0005259,              0.0005259,              0.0005259
                     29,                 1.5099,                 1.6825,                 1.5642,                0.80917,                0.77272,                0.84631,                0.42421,                 1.7506,                 1.3454,                  1.575,             0.00052589,             0.00052589,             0.00052589
                     30,                 1.5142,                 1.6882,                 1.5784,                0.81072,                  0.808,                0.84487,                0.42566,                 1.7515,                  1.335,                 1.5928,             0.00052588,             0.00052588,             0.00052588
                     31,                 1.5636,                  1.696,                 1.6306,                0.77706,                0.79267,                0.80069,                0.37466,                 1.8784,                 1.3676,                 1.6557,             0.00052587,             0.00052587,             0.00052587
                     32,                 1.5208,                 1.6409,                 1.5984,                 0.8037,                0.79199,                0.83578,                0.40241,                 1.8009,                  1.324,                 1.6108,             0.00052586,             0.00052586,             0.00052586
                     33,                 1.4843,                 1.5856,                 1.5674,                0.83791,                0.81798,                0.87717,                0.43693,                 1.7228,                  1.268,                 1.5667,             0.00052585,             0.00052585,             0.00052585
                     34,                 1.4703,                 1.5602,                 1.5688,                0.86068,                 0.7956,                0.88421,                0.42566,                 1.7697,                 1.2767,                 1.5997,             0.00052584,             0.00052584,             0.00052584
                     35,                 1.5277,                 1.6386,                 1.5847,                0.83991,                0.79462,                0.85707,                 0.3858,                 1.8829,                 1.3336,                 1.6671,             0.00052583,             0.00052583,             0.00052583
                     36,                 1.4659,                 1.5263,                 1.5338,                0.86024,                0.86741,                0.90213,                 0.4576,                 1.7099,                 1.2393,                 1.5545,             0.00052583,             0.00052583,             0.00052583
                     37,                  1.486,                 1.5819,                 1.5407,                0.86479,                0.86009,                0.89024,                0.45105,                 1.7048,                 1.2414,                 1.5377,             0.00052581,             0.00052581,             0.00052581
                     38,                 1.4858,                 1.5871,                 1.5635,                0.86209,                0.82493,                0.88839,                0.42675,                 1.8201,                 1.2703,                 1.5807,              0.0005258,              0.0005258,              0.0005258
                     39,                 1.4882,                  1.547,                 1.5583,                0.89305,                0.83145,                 0.9088,                0.44697,                 1.7648,                 1.2448,                 1.5798,             0.00052579,             0.00052579,             0.00052579
                     40,                 1.4676,                 1.5029,                 1.5354,                0.88948,                0.84836,                 0.9167,                 0.4505,                 1.7616,                 1.2491,                 1.5676,             0.00052578,             0.00052578,             0.00052578
                     41,                 1.4519,                 1.4606,                 1.5277,                0.85487,                0.83601,                0.89492,                0.43949,                 1.7953,                 1.2515,                  1.563,             0.00052577,             0.00052577,             0.00052577
                     42,                 1.4827,                 1.5423,                 1.5558,                0.88827,                0.84216,                0.90441,                0.46171,                 1.7062,                  1.202,                  1.524,             0.00052576,             0.00052576,             0.00052576
                     43,                 1.4577,                  1.488,                 1.5456,                 0.8561,                0.85271,                0.88832,                0.45399,                 1.7135,                 1.2085,                 1.5494,             0.00052575,             0.00052575,             0.00052575
                     44,                 1.4661,                 1.4507,                 1.5289,                0.84081,                 0.8603,                0.89006,                0.44165,                 1.7501,                 1.2452,                 1.5682,             0.00052574,             0.00052574,             0.00052574
                     45,                 1.4824,                 1.5076,                 1.5523,                0.85461,                0.85482,                0.90217,                0.45215,                 1.7204,                 1.2456,                 1.5583,             0.00052572,             0.00052572,             0.00052572
                     46,                 1.4678,                 1.5026,                 1.5458,                0.88188,                0.83897,                0.89959,                0.44445,                 1.7588,                 1.2117,                 1.5649,             0.00052571,             0.00052571,             0.00052571
                     47,                 1.4175,                 1.3883,                 1.5109,                0.84969,                  0.856,                0.89024,                 0.4427,                 1.7666,                 1.1798,                 1.5606,              0.0005257,              0.0005257,              0.0005257
                     48,                 1.4539,                 1.4777,                 1.5452,                0.84494,                0.85722,                 0.9014,                0.45317,                 1.7462,                 1.1793,                 1.5564,             0.00052568,             0.00052568,             0.00052568
                     49,                 1.4287,                 1.4142,                 1.5104,                0.85456,                0.85508,                 0.8954,                0.44411,                 1.7795,                 1.2102,                 1.5848,             0.00052567,             0.00052567,             0.00052567
                     50,                 1.4429,                 1.4352,                 1.4956,                0.86105,                0.84102,                0.88832,                0.43734,                  1.793,                 1.2037,                 1.5872,             0.00052566,             0.00052566,             0.00052566
                     51,                 1.4743,                 1.4582,                 1.5426,                 0.8502,                0.83402,                0.88273,                0.43115,                 1.8029,                 1.2087,                 1.5929,             0.00052564,             0.00052564,             0.00052564
                     52,                 1.4912,                 1.4746,                 1.5458,                0.84231,                0.86111,                0.90156,                0.46811,                 1.6773,                 1.2142,                 1.5379,             0.00052563,             0.00052563,             0.00052563
                     53,                 1.4076,                 1.3757,                  1.492,                0.86177,                 0.8505,                0.89934,                0.45525,                 1.7236,                 1.2084,                 1.5678,             0.00052561,             0.00052561,             0.00052561
                     54,                 1.5136,                 1.4772,                 1.5474,                0.84842,                0.84119,                0.88312,                0.42714,                 1.8314,                 1.2139,                 1.6314,              0.0005256,              0.0005256,              0.0005256
                     55,                 1.4234,                 1.4008,                 1.5083,                0.86656,                0.88747,                0.90204,                0.46518,                 1.7364,                 1.1514,                 1.5473,             0.00052558,             0.00052558,             0.00052558
                     56,                 1.4117,                 1.3998,                 1.5122,                0.87611,                0.89954,                0.91649,                0.46585,                  1.749,                 1.1224,                 1.5432,             0.00052557,             0.00052557,             0.00052557
                     57,                 1.4227,                  1.415,                 1.5014,                0.87572,                 0.8467,                 0.8833,                  0.412,                 1.9164,                 1.1933,                 1.6453,             0.00052555,             0.00052555,             0.00052555
                     58,                 1.4263,                 1.3646,                 1.4945,                0.87506,                0.85251,                0.88201,                0.41925,                 1.8728,                 1.1949,                 1.6201,             0.00052554,             0.00052554,             0.00052554
                     59,                 1.3978,                  1.354,                 1.4784,                0.89325,                 0.8611,                0.91482,                0.45677,                 1.7386,                 1.1791,                 1.5372,             0.00052552,             0.00052552,             0.00052552
                     60,                 1.3703,                 1.3122,                 1.4713,                0.89572,                 0.8416,                0.90902,                0.44587,                 1.7709,                 1.1415,                 1.5365,              0.0005255,              0.0005255,              0.0005255
                     61,                 1.4257,                 1.3819,                 1.5017,                0.85314,                 0.8912,                0.90793,                0.44835,                 1.7785,                 1.1161,                 1.5449,             0.00052549,             0.00052549,             0.00052549
                     62,                 1.3889,                 1.3382,                 1.4889,                0.89408,                0.87632,                0.91636,                0.47579,                  1.697,                 1.0865,                 1.4985,             0.00052547,             0.00052547,             0.00052547
                     63,                 1.4172,                 1.3597,                 1.4978,                0.89393,                0.88685,                   0.92,                0.46754,                 1.6949,                 1.1004,                 1.4983,             0.00052545,             0.00052545,             0.00052545
                     64,                 1.4476,                 1.4153,                 1.5058,                0.90723,                0.88955,                0.92363,                0.47043,                 1.6899,                  1.105,                 1.5145,             0.00052543,             0.00052543,             0.00052543
                     65,                 1.3987,                 1.3207,                 1.4693,                0.87097,                 0.8942,                0.91947,                0.46206,                 1.7226,                 1.1236,                  1.559,             0.00052542,             0.00052542,             0.00052542
                     66,                 1.3926,                 1.3368,                  1.449,                0.86572,                0.86128,                  0.917,                0.46429,                 1.7235,                 1.1365,                 1.5546,              0.0005254,              0.0005254,              0.0005254
                     67,                  1.378,                 1.3021,                 1.4627,                0.86924,                0.84446,                0.89778,                0.43951,                 1.8086,                 1.1516,                 1.5891,             0.00052538,             0.00052538,             0.00052538
                     68,                 1.4011,                 1.3341,                  1.476,                0.88345,                0.86387,                0.91862,                0.47473,                 1.6854,                 1.0738,                 1.4933,             0.00052536,             0.00052536,             0.00052536
                     69,                 1.4217,                 1.3067,                 1.5019,                0.87596,                0.88266,                0.92132,                0.48563,                  1.677,                 1.0598,                 1.4919,             0.00052534,             0.00052534,             0.00052534
                     70,                 1.4092,                 1.3231,                 1.4784,                0.85992,                0.88701,                0.91422,                 0.4523,                 1.7963,                 1.1144,                  1.594,             0.00052532,             0.00052532,             0.00052532
                     71,                 1.4386,                 1.3191,                 1.5042,                0.85989,                0.90156,                0.92166,                 0.4545,                  1.763,                 1.1037,                 1.5375,              0.0005253,              0.0005253,              0.0005253
                     72,                  1.386,                 1.2738,                 1.4622,                0.88829,                0.88876,                0.92746,                0.48091,                 1.6967,                 1.0786,                 1.4976,             0.00052528,             0.00052528,             0.00052528
                     73,                  1.413,                 1.3193,                 1.4811,                0.89336,                 0.8949,                0.93381,                  0.486,                 1.6679,                  1.055,                 1.4929,             0.00052526,             0.00052526,             0.00052526
                     74,                 1.4095,                 1.3116,                 1.4907,                0.89168,                0.89536,                0.92798,                0.47337,                  1.697,                 1.0587,                 1.5148,             0.00052524,             0.00052524,             0.00052524
                     75,                 1.3989,                 1.2997,                 1.4747,                0.87162,                0.89594,                 0.9093,                0.45991,                 1.7312,                  1.052,                 1.5372,             0.00052522,             0.00052522,             0.00052522
                     76,                 1.4097,                 1.3246,                 1.4948,                0.91407,                0.86526,                0.90201,                0.45056,                 1.7991,                 1.0707,                 1.5766,              0.0005252,              0.0005252,              0.0005252
                     77,                 1.3819,                 1.2479,                 1.4576,                 0.9027,                0.86237,                0.90652,                0.44245,                 1.8296,                 1.0722,                 1.6173,             0.00052518,             0.00052518,             0.00052518
                     78,                 1.3841,                 1.2522,                 1.4474,                0.89479,                0.90602,                0.91108,                0.45253,                 1.7478,                 1.0345,                 1.5364,             0.00052515,             0.00052515,             0.00052515
                     79,                 1.3595,                 1.2205,                 1.4367,                0.89442,                0.89616,                 0.9193,                0.48179,                 1.6778,                 1.0392,                 1.4707,             0.00052513,             0.00052513,             0.00052513
                     80,                 1.3375,                 1.2144,                 1.4156,                0.89941,                0.90577,                0.91952,                0.47571,                 1.6894,                 1.0434,                 1.4799,             0.00052511,             0.00052511,             0.00052511
                     81,                  1.347,                 1.2175,                 1.4308,                0.89261,                0.90552,                0.92163,                0.47236,                 1.7084,                  1.036,                 1.5056,             0.00052509,             0.00052509,             0.00052509
                     82,                  1.342,                 1.1779,                 1.4187,                0.88879,                0.92565,                0.93039,                0.47797,                 1.6957,                 1.0315,                 1.5198,             0.00052506,             0.00052506,             0.00052506
                     83,                 1.3965,                 1.2211,                 1.4508,                0.90853,                0.90775,                0.91752,                0.46877,                 1.7425,                 1.0492,                 1.5731,             0.00052504,             0.00052504,             0.00052504
                     84,                 1.3829,                 1.2015,                 1.4347,                0.91559,                0.90083,                0.92027,                0.46983,                 1.7328,                 1.0431,                 1.5419,             0.00052502,             0.00052502,             0.00052502
                     85,                 1.3491,                 1.1949,                 1.4214,                  0.912,                0.89254,                  0.927,                 0.4943,                 1.6572,                 1.0349,                 1.4863,             0.00052499,             0.00052499,             0.00052499
                     86,                 1.3586,                 1.1989,                 1.4343,                0.89841,                0.88594,                 0.9216,                0.49168,                 1.6232,                 1.0796,                  1.462,             0.00052497,             0.00052497,             0.00052497
                     87,                  1.355,                 1.2088,                 1.4479,                 0.8766,                0.88165,                0.90997,                0.48056,                 1.6347,                 1.0691,                 1.4497,             0.00052494,             0.00052494,             0.00052494
                     88,                 1.3668,                 1.2177,                 1.4508,                0.87894,                0.88126,                0.91961,                0.48806,                 1.6206,                 1.0539,                 1.4412,             0.00052492,             0.00052492,             0.00052492
                     89,                 1.3416,                 1.1792,                 1.4333,                0.88981,                0.90066,                0.91639,                0.48294,                 1.6562,                 1.0237,                 1.4919,              0.0005249,              0.0005249,              0.0005249
                     90,                 1.3925,                 1.2511,                 1.4584,                0.89546,                0.88363,                0.91553,                0.46268,                 1.7369,                 1.0395,                 1.5497,             0.00052487,             0.00052487,             0.00052487
                     91,                 1.3757,                 1.2037,                 1.4596,                0.88653,                0.87873,                 0.9101,                 0.4469,                 1.7881,                 1.0497,                  1.574,             0.00052484,             0.00052484,             0.00052484
                     92,                 1.3515,                 1.2032,                 1.4451,                0.89157,                0.89464,                0.92524,                0.48296,                 1.6743,                0.96952,                 1.5001,             0.00052482,             0.00052482,             0.00052482
                     93,                 1.3919,                 1.2246,                 1.4816,                0.90772,                0.88927,                0.92684,                0.47022,                 1.7048,                0.98304,                 1.5211,             0.00052479,             0.00052479,             0.00052479
                     94,                 1.3859,                 1.2461,                 1.4714,                 0.9097,                0.88236,                0.90825,                0.44214,                 1.7947,                 1.0011,                 1.5676,             0.00052477,             0.00052477,             0.00052477
                     95,                 1.3848,                 1.2191,                 1.4526,                0.90871,                0.90369,                0.93805,                0.49478,                 1.6253,                0.96563,                 1.4706,             0.00052474,             0.00052474,             0.00052474
                     96,                 1.3276,                 1.1649,                 1.3996,                   0.92,                0.89343,                0.93667,                0.50622,                 1.5951,                0.96848,                 1.4411,             0.00052471,             0.00052471,             0.00052471
                     97,                 1.3476,                 1.1817,                 1.4174,                0.88759,                0.92294,                 0.9314,                0.49558,                 1.6367,                0.96849,                 1.4571,             0.00052469,             0.00052469,             0.00052469
                     98,                 1.3506,                 1.2101,                 1.4417,                0.88662,                0.90811,                0.93104,                0.48407,                  1.673,                0.99085,                 1.4847,             0.00052466,             0.00052466,             0.00052466
                     99,                 1.4163,                 1.2561,                 1.4828,                0.89025,                0.89441,                0.91125,                0.45175,                 1.7795,                 1.0116,                 1.5611,             0.00052463,             0.00052463,             0.00052463
                    100,                 1.3761,                 1.2199,                 1.4528,                0.89869,                0.93248,                0.93669,                0.48344,                 1.6515,                0.99531,                  1.465,              0.0005246,              0.0005246,              0.0005246
                    101,                 1.4043,                 1.2277,                 1.4717,                0.91317,                0.89858,                0.93608,                0.49207,                 1.6349,                  0.992,                 1.4423,             0.00052457,             0.00052457,             0.00052457
                    102,                 1.3425,                 1.1865,                 1.4375,                0.89581,                0.88861,                0.93075,                0.47956,                 1.6775,                0.98107,                 1.4758,             0.00052455,             0.00052455,             0.00052455
                    103,                 1.3562,                 1.1918,                 1.4352,                0.93293,                0.92546,                0.94531,                0.48966,                 1.6924,                0.95988,                 1.5181,             0.00052452,             0.00052452,             0.00052452
                    104,                 1.3751,                 1.2073,                 1.4331,                0.93523,                0.93622,                0.95249,                0.49289,                 1.6994,                0.95043,                 1.5029,             0.00052449,             0.00052449,             0.00052449
                    105,                 1.3219,                 1.1502,                  1.411,                0.94542,                0.90983,                 0.9539,                 0.4816,                 1.7285,                0.95046,                 1.5111,             0.00052446,             0.00052446,             0.00052446
                    106,                 1.3495,                 1.1564,                   1.41,                0.92668,                0.91374,                0.95079,                0.49838,                  1.661,                0.92573,                 1.4712,             0.00052443,             0.00052443,             0.00052443
                    107,                 1.3637,                 1.1678,                 1.4217,                0.94332,                0.89042,                0.95053,                 0.5044,                 1.6232,                0.96109,                  1.478,              0.0005244,              0.0005244,              0.0005244
                    108,                 1.3645,                 1.1711,                 1.4187,                0.93939,                0.88957,                0.94311,                0.47806,                 1.7084,                0.95931,                 1.5164,             0.00052437,             0.00052437,             0.00052437
                    109,                 1.3789,                 1.1931,                  1.445,                0.91616,                0.91851,                 0.9486,                0.49117,                 1.6897,                0.93013,                 1.4792,             0.00052434,             0.00052434,             0.00052434
                    110,                  1.369,                 1.1679,                 1.4369,                0.89534,                 0.9129,                0.92343,                0.49684,                 1.6281,                0.91628,                  1.461,             0.00052431,             0.00052431,             0.00052431
                    111,                 1.3847,                 1.1941,                 1.4454,                0.91372,                0.91383,                0.94035,                0.49888,                 1.6272,                0.90404,                 1.4459,             0.00052427,             0.00052427,             0.00052427
                    112,                 1.3981,                 1.1908,                  1.438,                0.92303,                 0.9194,                0.94211,                0.49196,                  1.652,                0.91275,                 1.4683,             0.00052424,             0.00052424,             0.00052424
                    113,                 1.3248,                 1.1215,                 1.3861,                0.90528,                0.89438,                0.94347,                0.48812,                 1.6939,                0.94148,                 1.5065,             0.00052421,             0.00052421,             0.00052421
                    114,                  1.364,                 1.1422,                 1.4381,                0.91548,                0.91334,                 0.9387,                0.49094,                 1.6986,                 0.9335,                 1.4987,             0.00052418,             0.00052418,             0.00052418
                    115,                 1.3725,                  1.162,                 1.4547,                0.91226,                0.91229,                0.93408,                0.48297,                 1.6851,                0.93259,                 1.4764,             0.00052415,             0.00052415,             0.00052415
                    116,                 1.3719,                 1.1472,                 1.4347,                0.87773,                0.91711,                0.92915,                0.47454,                 1.6953,                0.95371,                 1.5098,             0.00052411,             0.00052411,             0.00052411
                    117,                 1.3407,                 1.1215,                 1.4251,                0.89727,                0.91619,                0.92939,                0.47626,                 1.7075,                0.95271,                 1.5334,             0.00052408,             0.00052408,             0.00052408
                    118,                 1.3244,                 1.0911,                 1.4022,                0.92749,                0.91813,                0.93491,                0.49103,                 1.6773,                0.96331,                 1.5014,             0.00052405,             0.00052405,             0.00052405
                    119,                 1.3895,                 1.1653,                 1.4432,                0.93263,                0.91886,                0.93424,                0.48992,                 1.6733,                0.93801,                 1.4869,             0.00052401,             0.00052401,             0.00052401
                    120,                 1.3472,                 1.1645,                 1.4297,                0.95583,                 0.9154,                0.93911,                0.48367,                 1.6968,                0.93142,                 1.5049,             0.00052398,             0.00052398,             0.00052398
                    121,                 1.3472,                 1.1234,                 1.4126,                0.94825,                0.90139,                0.93953,                0.49345,                 1.6765,                 0.9165,                 1.4846,             0.00052395,             0.00052395,             0.00052395
                    122,                 1.3478,                 1.1356,                 1.4175,                0.94217,                0.89394,                0.93485,                0.48341,                 1.7129,                0.92531,                 1.5099,             0.00052391,             0.00052391,             0.00052391
                    123,                 1.3049,                 1.0663,                 1.3842,                0.93213,                0.90769,                0.93709,                0.48994,                 1.6788,                0.91395,                 1.4873,             0.00052388,             0.00052388,             0.00052388
                    124,                 1.2932,                 1.0266,                 1.3631,                0.92724,                0.90616,                0.94419,                0.49629,                 1.6588,                0.90317,                 1.4861,             0.00052384,             0.00052384,             0.00052384
                    125,                 1.3386,                 1.1181,                 1.4317,                0.93046,                0.90028,                0.93642,                0.48565,                  1.675,                0.90744,                 1.5055,             0.00052381,             0.00052381,             0.00052381
                    126,                 1.3365,                 1.1058,                 1.4018,                0.93738,                0.89678,                 0.9452,                0.49208,                 1.6534,                0.89676,                 1.4832,             0.00052377,             0.00052377,             0.00052377
                    127,                 1.3384,                 1.0793,                 1.4059,                0.92092,                0.88745,                0.93584,                0.48686,                 1.6865,                0.89609,                 1.4873,             0.00052374,             0.00052374,             0.00052374
                    128,                 1.3868,                 1.1977,                 1.4622,                0.90097,                0.91372,                0.93302,                0.47273,                   1.71,                0.89418,                 1.5184,              0.0005237,              0.0005237,              0.0005237
                    129,                 1.3293,                 1.1094,                 1.4079,                0.90669,                0.93321,                0.95062,                 0.4983,                 1.6512,                0.87798,                 1.5064,             0.00052366,             0.00052366,             0.00052366
                    130,                 1.3276,                 1.0745,                 1.4003,                0.92597,                0.91922,                0.94173,                0.48952,                 1.6568,                0.87481,                 1.5117,             0.00052363,             0.00052363,             0.00052363
                    131,                 1.3782,                 1.1585,                 1.4688,                0.91392,                0.92567,                0.93605,                0.47745,                 1.6942,                0.89386,                 1.5368,             0.00052359,             0.00052359,             0.00052359
                    132,                 1.3841,                   1.16,                 1.4605,                0.92993,                0.90009,                0.93372,                0.47968,                 1.7135,                0.88536,                  1.503,             0.00052355,             0.00052355,             0.00052355
                    133,                  1.315,                 1.0999,                 1.3927,                0.90185,                0.89425,                0.92811,                0.48841,                 1.6861,                0.88299,                 1.4784,             0.00052352,             0.00052352,             0.00052352
                    134,                 1.3585,                 1.1243,                   1.42,                0.88835,                0.88073,                0.92213,                0.49278,                  1.683,                 0.8798,                 1.5034,             0.00052348,             0.00052348,             0.00052348
                    135,                 1.3564,                 1.1339,                 1.4381,                0.94237,                0.91656,                0.94954,                0.46197,                 1.7989,                0.90028,                  1.624,             0.00052344,             0.00052344,             0.00052344
                    136,                 1.3299,                 1.1069,                 1.4183,                0.92638,                0.93874,                0.95688,                0.48213,                 1.7273,                0.87032,                 1.6075,              0.0005234,              0.0005234,              0.0005234
                    137,                 1.2964,                 1.0487,                 1.3902,                0.91575,                0.92551,                0.95082,                0.50523,                 1.6229,                0.85379,                 1.4886,             0.00052336,             0.00052336,             0.00052336
                    138,                  1.323,                 1.0683,                 1.3861,                0.93197,                 0.9122,                0.93871,                0.49738,                 1.6495,                0.85923,                 1.4728,             0.00052333,             0.00052333,             0.00052333
                    139,                 1.3642,                  1.142,                 1.4149,                0.91273,                0.91573,                0.93255,                0.48339,                 1.6507,                0.89353,                 1.4839,             0.00052329,             0.00052329,             0.00052329
                    140,                 1.2859,                 1.0456,                 1.3713,                0.90919,                0.94244,                0.94884,                0.50556,                 1.6247,                0.84947,                 1.4736,             0.00052325,             0.00052325,             0.00052325
                    141,                 1.3066,                 1.0558,                  1.386,                0.91866,                0.94495,                0.94405,                0.50164,                 1.6365,                0.83653,                 1.4718,             0.00052321,             0.00052321,             0.00052321
                    142,                 1.3536,                 1.0692,                 1.4341,                0.88793,                0.93756,                0.93321,                0.48812,                 1.6685,                0.84015,                  1.494,             0.00052317,             0.00052317,             0.00052317
                    143,                  1.312,                 1.0379,                 1.3739,                0.90562,                0.93186,                0.94623,                0.49682,                 1.6504,                0.85111,                 1.4775,             0.00052313,             0.00052313,             0.00052313
                    144,                 1.3358,                 1.0732,                 1.3992,                0.93001,                0.90907,                0.94578,                0.49475,                 1.6834,                0.84269,                 1.4932,             0.00052309,             0.00052309,             0.00052309
                    145,                 1.3148,                 1.0721,                 1.3926,                0.90535,                0.92193,                0.93996,                0.47609,                 1.7349,                0.83535,                 1.5256,             0.00052305,             0.00052305,             0.00052305
                    146,                  1.316,                 1.0535,                 1.3931,                0.90151,                0.92968,                0.94364,                0.49288,                 1.6701,                0.82331,                 1.4645,               0.000523,               0.000523,               0.000523
                    147,                 1.3063,                 1.0492,                  1.382,                0.88513,                0.91499,                0.93284,                0.49631,                 1.6611,                0.83824,                 1.4534,             0.00052296,             0.00052296,             0.00052296
                    148,                 1.3418,                  1.072,                 1.3973,                0.92455,                0.93013,                0.94674,                0.50251,                 1.6471,                0.83565,                 1.4521,             0.00052292,             0.00052292,             0.00052292
                    149,                 1.3455,                 1.0858,                 1.4251,                0.92715,                0.93238,                0.95698,                 0.5128,                 1.6095,                 0.8278,                 1.4303,             0.00052288,             0.00052288,             0.00052288
                    150,                 1.3424,                 1.0794,                 1.4047,                0.94593,                0.92045,                0.96151,                0.50842,                  1.633,                0.82975,                 1.4581,             0.00052284,             0.00052284,             0.00052284
                    151,                 1.2979,                 1.0376,                 1.3766,                 0.9303,                0.92833,                 0.9526,                0.49491,                 1.6638,                0.85107,                 1.4965,             0.00052279,             0.00052279,             0.00052279
